t_host_s,seq,base_us,idx,ax,ay,az,t_dev_us
1762339437.654335,5819,1150068359,4,377,5520,13629,1150073160
1762339437.654335,5819,1150068359,5,371,5586,13579,1150074361
1762339437.654335,5819,1150068359,6,287,5678,13416,1150075561
1762339437.654335,5819,1150068359,7,4,5728,13261,1150076762
1762339437.654335,5819,1150068359,8,84,5718,12855,1150077962
1762339437.654335,5819,1150068359,9,197,5564,12281,1150079163
1762339437.654335,5819,1150068359,10,170,5177,11913,1150080363
1762339437.654335,5819,1150068359,11,88,4743,11080,1150081564
1762339437.654335,5819,1150068359,12,-43,4558,10430,1150082764
1762339437.654335,5819,1150068359,13,-28,4401,10086,1150083965
1762339437.654335,5819,1150068359,14,-62,4154,9902,1150085165
1762339437.654335,5819,1150068359,15,-40,3992,9502,1150086366
1762339437.654335,5819,1150068359,16,-8,3669,9047,1150087566
1762339437.654335,5819,1150068359,17,-132,3363,8854,1150088767
1762339437.654335,5819,1150068359,18,-187,3282,8487,1150089967
1762339437.654335,5819,1150068359,19,-187,3261,8175,1150091168
1762339437.654621,5820,1150107421,0,-205,3221,7746,1150107421
1762339437.654621,5820,1150107421,1,-191,3256,7738,1150108621
1762339437.654621,5820,1150107421,2,-310,3260,7515,1150109821
1762339437.654621,5820,1150107421,3,-199,3310,7266,1150111022
1762339437.654621,5820,1150107421,4,-214,3292,7197,1150112222
1762339437.654621,5820,1150107421,5,-298,3335,6985,1150113423
1762339437.654621,5820,1150107421,6,-315,3368,6826,1150114623
1762339437.654621,5820,1150107421,7,-298,3425,6472,1150115824
1762339437.654621,5820,1150107421,8,-233,3440,6480,1150117024
1762339437.654621,5820,1150107421,9,-298,3440,6311,1150118225
1762339437.654621,5820,1150107421,10,-177,3453,6028,1150119425
1762339437.654621,5820,1150107421,11,-166,3395,5917,1150120626
1762339437.654621,5820,1150107421,12,-183,3304,5715,1150121826
1762339437.654621,5820,1150107421,13,-185,3261,5477,1150123027
1762339437.654621,5820,1150107421,14,-160,3082,5354,1150124227
1762339437.654621,5820,1150107421,15,-159,2864,5119,1150125428
1762339437.654621,5820,1150107421,16,-16,2783,4783,1150126628
1762339437.654621,5820,1150107421,17,-59,2636,4489,1150127829
1762339437.654621,5820,1150107421,18,-125,2438,4329,1150129029
1762339437.654621,5820,1150107421,19,-116,2118,4063,1150130230
1762339437.682490,5821,1150146484,0,-132,2192,3719,1150146484
1762339437.682490,5821,1150146484,1,-58,2040,3541,1150147684
1762339437.682490,5821,1150146484,2,-108,1872,3235,1150148884
1762339437.682490,5821,1150146484,3,-106,1762,2955,1150150085
1762339437.682490,5821,1150146484,4,-140,1627,2608,1150151285
1762339437.682490,5821,1150146484,5,-144,1476,2429,1150152486
1762339437.682490,5821,1150146484,6,-81,1416,2072,1150153686
1762339437.682490,5821,1150146484,7,-33,1243,1769,1150154887
1762339437.682490,5821,1150146484,8,-54,1084,1566,1150156087
1762339437.682490,5821,1150146484,9,-14,886,1207,1150157288
1762339437.682490,5821,1150146484,10,82,870,828,1150158488
1762339437.682490,5821,1150146484,11,91,721,469,1150159689
1762339437.682490,5821,1150146484,12,73,612,283,1150160889
1762339437.682490,5821,1150146484,13,232,602,-92,1150162090
1762339437.682490,5821,1150146484,14,312,484,-425,1150163290
1762339437.682490,5821,1150146484,15,317,504,-655,1150164491
1762339437.682490,5821,1150146484,16,463,419,-916,1150165691
1762339437.682490,5821,1150146484,17,504,412,-1242,1150166892
1762339437.682490,5821,1150146484,18,546,396,-1385,1150168092
1762339437.682490,5821,1150146484,19,621,424,-1639,1150169293
1762339437.778936,5822,1150185546,0,728,446,-1827,1150185546
1762339437.778936,5822,1150185546,1,800,493,-2038,1150186746
1762339437.778936,5822,1150185546,2,826,536,-2103,1150187946
1762339437.778936,5822,1150185546,3,941,508,-2242,1150189147
1762339437.778936,5822,1150185546,4,1018,495,-2358,1150190347
1762339437.778936,5822,1150185546,5,1032,539,-2425,1150191548
1762339437.778936,5822,1150185546,6,1081,649,-2560,1150192748
1762339437.778936,5822,1150185546,7,1114,681,-2709,1150193949
1762339437.778936,5822,1150185546,8,1202,770,-2814,1150195149
1762339437.778936,5822,1150185546,9,1211,890,-2882,1150196350
1762339437.778936,5822,1150185546,10,1197,1021,-2943,1150197550
1762339437.778936,5822,1150185546,11,1314,1061,-3043,1150198751
1762339437.778936,5822,1150185546,12,1329,1168,-3317,1150199951
1762339437.778936,5822,1150185546,13,1325,1293,-3139,1150201152
1762339437.778936,5822,1150185546,14,1359,1327,-3149,1150202352
1762339437.778936,5822,1150185546,15,1431,1430,-3182,1150203553
1762339437.778936,5822,1150185546,16,1437,1505,-3177,1150204753
1762339437.778936,5822,1150185546,17,1442,1787,-3133,1150205954
1762339437.778936,5822,1150185546,18,1461,1566,-3019,1150207154
1762339437.778936,5822,1150185546,19,1464,1664,-3035,1150208355
1762339437.779448,5823,1150224609,0,1484,1702,-2974,1150224609
1762339437.779448,5823,1150224609,1,1575,1724,-2903,1150225809
1762339437.779448,5823,1150224609,2,1767,1750,-2749,1150227009
1762339437.779448,5823,1150224609,3,1692,1744,-2558,1150228210
1762339437.779448,5823,1150224609,4,1596,1736,-2159,1150229410
1762339437.779448,5823,1150224609,5,1629,1760,-1850,1150230611
1762339437.779448,5823,1150224609,6,1644,1747,-1749,1150231811
1762339437.779448,5823,1150224609,7,1646,1721,-1608,1150233012
1762339437.779448,5823,1150224609,8,1593,1682,-1532,1150234212
1762339437.779448,5823,1150224609,9,1620,1622,-1540,1150235413
1762339437.779448,5823,1150224609,10,1611,1581,-1553,1150236613
1762339437.779448,5823,1150224609,11,1627,1553,-1541,1150237814
1762339437.779448,5823,1150224609,12,1577,1526,-1578,1150239014
1762339437.779448,5823,1150224609,13,1513,1555,-1637,1150240215
1762339437.779448,5823,1150224609,14,1448,1588,-1752,1150241415
1762339437.779448,5823,1150224609,15,1350,1640,-1907,1150242616
1762339437.779448,5823,1150224609,16,1255,1749,-2298,1150243816
1762339437.779448,5823,1150224609,17,1254,1875,-2264,1150245017
1762339437.779448,5823,1150224609,18,1222,1933,-2364,1150246217
1762339437.779448,5823,1150224609,19,1059,1975,-2343,1150247418
1762339437.817169,5824,1150263671,0,1046,2028,-2333,1150263671
1762339437.817169,5824,1150263671,1,1079,2055,-2187,1150264871
1762339437.817169,5824,1150263671,2,984,2022,-2058,1150266071
1762339437.817169,5824,1150263671,3,970,1957,-1976,1150267272
1762339437.817169,5824,1150263671,4,1017,1941,-1869,1150268472
1762339437.817169,5824,1150263671,5,1062,1886,-1661,1150269673
1762339437.817169,5824,1150263671,6,961,1705,-1474,1150270873
1762339437.817169,5824,1150263671,7,909,1395,-1446,1150272074
1762339437.817169,5824,1150263671,8,939,1161,-1351,1150273274
1762339437.817169,5824,1150263671,9,867,1037,-1158,1150274475
1762339437.817169,5824,1150263671,10,818,867,-787,1150275675
1762339437.817169,5824,1150263671,11,853,648,-785,1150276876
1762339437.817169,5824,1150263671,12,705,559,-532,1150278076
1762339437.817169,5824,1150263671,13,746,405,-304,1150279277
1762339437.817169,5824,1150263671,14,717,168,-53,1150280477
1762339437.817169,5824,1150263671,15,599,-226,-81,1150281678
1762339437.817169,5824,1150263671,16,566,-65,22,1150282878
1762339437.817169,5824,1150263671,17,491,-141,63,1150284079
1762339437.817169,5824,1150263671,18,483,-122,136,1150285279
1762339437.817169,5824,1150263671,19,393,-223,260,1150286480
1762339437.914355,5825,1150302734,0,257,-160,483,1150302734
1762339437.914355,5825,1150302734,1,127,-238,523,1150303934
1762339437.914355,5825,1150302734,2,50,-231,710,1150305134
1762339437.914355,5825,1150302734,3,-160,-153,953,1150306335
1762339437.914355,5825,1150302734,4,-504,-106,1033,1150307535
1762339437.914355,5825,1150302734,5,-347,-104,1297,1150308736
1762339437.914355,5825,1150302734,6,-457,-60,1440,1150309936
1762339437.914355,5825,1150302734,7,-520,-117,1774,1150311137
1762339437.914355,5825,1150302734,8,-685,-171,2065,1150312337
1762339437.914355,5825,1150302734,9,-790,-117,2519,1150313538
1762339437.914355,5825,1150302734,10,-988,47,3060,1150314738
1762339437.914355,5825,1150302734,11,-962,57,3269,1150315939
1762339437.914355,5825,1150302734,12,-927,215,3657,1150317139
1762339437.914355,5825,1150302734,13,-1074,221,4257,1150318340
1762339437.914355,5825,1150302734,14,-1163,331,4834,1150319540
1762339437.914355,5825,1150302734,15,-1171,514,5079,1150320741
1762339437.914355,5825,1150302734,16,-1258,627,5483,1150321941
1762339437.914355,5825,1150302734,17,-1292,800,5923,1150323142
1762339437.914355,5825,1150302734,18,-1307,1034,6028,1150324342
1762339437.914355,5825,1150302734,19,-1299,1264,6467,1150325543
1762339437.914810,5826,1150341796,0,-1302,1355,6918,1150341796
1762339437.914810,5826,1150341796,1,-1363,1638,7363,1150342996
1762339437.914810,5826,1150341796,2,-1284,1918,7470,1150344196
1762339437.914810,5826,1150341796,3,-1336,2047,8036,1150345397
1762339437.914810,5826,1150341796,4,-1260,2227,8527,1150346597
1762339437.914810,5826,1150341796,5,-1206,2471,8746,1150347798
1762339437.914810,5826,1150341796,6,-1123,2739,9108,1150348998
1762339437.914810,5826,1150341796,7,-1044,2885,9375,1150350199
1762339437.914810,5826,1150341796,8,-1022,3101,9365,1150351399
1762339437.914810,5826,1150341796,9,-941,3333,9346,1150352600
1762339437.914810,5826,1150341796,10,-1003,3421,10173,1150353800
1762339437.914810,5826,1150341796,11,-926,3889,11071,1150355001
1762339437.914810,5826,1150341796,12,-1008,4350,11427,1150356201
1762339437.914810,5826,1150341796,13,-940,4812,11976,1150357402
1762339437.914810,5826,1150341796,14,-826,5001,12527,1150358602
1762339437.914810,5826,1150341796,15,-522,5339,12706,1150359803
1762339437.914810,5826,1150341796,16,-657,5588,12934,1150361003
1762339437.914810,5826,1150341796,17,-690,5726,13179,1150362204
1762339437.914810,5826,1150341796,18,-737,5954,13448,1150363404
1762339437.914810,5826,1150341796,19,-757,6178,13567,1150364605
1762339437.915075,5827,1150380859,0,-721,6581,13847,1150380859
1762339437.915075,5827,1150380859,1,-692,6585,14248,1150382059
1762339437.915075,5827,1150380859,2,-963,6801,14400,1150383259
1762339437.915075,5827,1150380859,3,-1067,7021,14580,1150384460
1762339437.915075,5827,1150380859,4,-882,7073,14706,1150385660
1762339437.915075,5827,1150380859,5,-669,7217,14656,1150386861
1762339437.915075,5827,1150380859,6,-628,7269,14596,1150388061
1762339437.915075,5827,1150380859,7,-597,7307,14247,1150389262
1762339437.915075,5827,1150380859,8,-636,7320,13702,1150390462
1762339437.915075,5827,1150380859,9,-698,7211,13381,1150391663
1762339437.915075,5827,1150380859,10,-666,6946,12590,1150392863
1762339437.915075,5827,1150380859,11,-774,6652,11842,1150394064
1762339437.915075,5827,1150380859,12,-706,6214,11259,1150395264
1762339437.915075,5827,1150380859,13,-709,5796,11051,1150396465
1762339437.915075,5827,1150380859,14,-744,5639,10643,1150397665
1762339437.915075,5827,1150380859,15,-724,5287,10152,1150398866
1762339437.915075,5827,1150380859,16,-786,4820,9837,1150400066
1762339437.915075,5827,1150380859,17,-726,4460,9197,1150401267
1762339437.915075,5827,1150380859,18,-739,4355,8576,1150402467
1762339437.915075,5827,1150380859,19,-786,4071,8007,1150403668
1762339437.952219,5828,1150419921,0,-742,3859,7638,1150419921
1762339437.952219,5828,1150419921,1,-796,3733,7057,1150421121
1762339437.952219,5828,1150419921,2,-796,3611,6481,1150422321
1762339437.952219,5828,1150419921,3,-791,3496,5898,1150423522
1762339437.952219,5828,1150419921,4,-795,3322,5604,1150424722
1762339437.952219,5828,1150419921,5,-772,3206,5050,1150425923
1762339437.952219,5828,1150419921,6,-991,2994,4514,1150427123
1762339437.952219,5828,1150419921,7,-853,2783,4265,1150428324
1762339437.952219,5828,1150419921,8,-897,2634,3782,1150429524
1762339437.952219,5828,1150419921,9,-759,2458,3223,1150430725
1762339437.952219,5828,1150419921,10,-745,2270,3003,1150431925
1762339437.952219,5828,1150419921,11,-719,2200,2458,1150433126
1762339437.952219,5828,1150419921,12,-779,2113,2004,1150434326
1762339437.952219,5828,1150419921,13,-537,1996,1777,1150435527
1762339437.952219,5828,1150419921,14,-678,1947,1284,1150436727
1762339437.952219,5828,1150419921,15,-717,1882,857,1150437928
1762339437.952219,5828,1150419921,16,-664,1830,468,1150439128
1762339437.952219,5828,1150419921,17,-687,1796,334,1150440329
1762339437.952219,5828,1150419921,18,-623,1768,110,1150441529
1762339437.952219,5828,1150419921,19,-593,1753,-96,1150442730
1762339438.051116,5829,1150458984,0,-354,1710,-185,1150458984
1762339438.051116,5829,1150458984,1,-441,1734,-263,1150460184
1762339438.051116,5829,1150458984,2,-370,1709,-260,1150461384
1762339438.051116,5829,1150458984,3,-279,1695,-194,1150462585
1762339438.051116,5829,1150458984,4,-230,1571,-140,1150463785
1762339438.051116,5829,1150458984,5,-118,1512,-10,1150464986
1762339438.051116,5829,1150458984,6,13,1392,191,1150466186
1762339438.051116,5829,1150458984,7,27,1267,336,1150467387
1762339438.051116,5829,1150458984,8,129,1222,589,1150468587
1762339438.051116,5829,1150458984,9,215,1224,842,1150469788
1762339438.051116,5829,1150458984,10,332,1183,1003,1150470988
1762339438.051116,5829,1150458984,11,360,1234,1056,1150472189
1762339438.051116,5829,1150458984,12,431,1262,1126,1150473389
1762339438.051116,5829,1150458984,13,531,1363,1146,1150474590
1762339438.051116,5829,1150458984,14,511,1416,1156,1150475790
1762339438.051116,5829,1150458984,15,576,1500,1064,1150476991
1762339438.051116,5829,1150458984,16,663,1514,995,1150478191
1762339438.051116,5829,1150458984,17,704,1567,917,1150479392
1762339438.051116,5829,1150458984,18,741,1594,842,1150480592
1762339438.051116,5829,1150458984,19,725,1608,694,1150481793
1762339438.051661,5830,1150498046,0,842,1622,634,1150498046
1762339438.051661,5830,1150498046,1,837,1567,572,1150499246
1762339438.051661,5830,1150498046,2,828,1562,405,1150500446
1762339438.051661,5830,1150498046,3,882,1554,279,1150501647
1762339438.051661,5830,1150498046,4,859,1525,231,1150502847
1762339438.051661,5830,1150498046,5,951,1538,133,1150504048
1762339438.051661,5830,1150498046,6,901,1552,-15,1150505248
1762339438.051661,5830,1150498046,7,973,1625,-143,1150506449
1762339438.051661,5830,1150498046,8,1005,1610,-222,1150507649
1762339438.051661,5830,1150498046,9,1067,1622,-369,1150508850
1762339438.051661,5830,1150498046,10,1059,1611,-445,1150510050
1762339438.051661,5830,1150498046,11,1274,1561,-743,1150511251
1762339438.051661,5830,1150498046,12,1060,1526,-569,1150512451
1762339438.051661,5830,1150498046,13,1073,1580,-700,1150513652
1762339438.051661,5830,1150498046,14,1090,1591,-802,1150514852
1762339438.051661,5830,1150498046,15,1082,1561,-824,1150516053
1762339438.051661,5830,1150498046,16,1130,1548,-906,1150517253
1762339438.051661,5830,1150498046,17,1119,1536,-975,1150518454
1762339438.051661,5830,1150498046,18,1111,1514,-1017,1150519654
1762339438.051661,5830,1150498046,19,1156,1497,-1043,1150520855
1762339438.087170,5831,1150537109,0,1183,1473,-1060,1150537109
1762339438.087170,5831,1150537109,1,1210,1490,-1060,1150538309
1762339438.087170,5831,1150537109,2,1212,1494,-1051,1150539509
1762339438.087170,5831,1150537109,3,1207,1751,-1024,1150540710
1762339438.087170,5831,1150537109,4,1227,1561,-978,1150541910
1762339438.087170,5831,1150537109,5,1239,1657,-969,1150543111
1762339438.087170,5831,1150537109,6,1213,1722,-983,1150544311
1762339438.087170,5831,1150537109,7,1244,1730,-968,1150545512
1762339438.087170,5831,1150537109,8,1242,1797,-983,1150546712
1762339438.087170,5831,1150537109,9,1246,1900,-989,1150547913
1762339438.087170,5831,1150537109,10,1454,1950,-1025,1150549113
1762339438.087170,5831,1150537109,11,1364,2134,-972,1150550314
1762339438.087170,5831,1150537109,12,1262,2329,-898,1150551514
1762339438.087170,5831,1150537109,13,1263,2514,-907,1150552715
1762339438.087170,5831,1150537109,14,1216,2594,-892,1150553915
1762339438.087170,5831,1150537109,15,1111,2753,-898,1150555116
1762339438.087170,5831,1150537109,16,1056,2861,-936,1150556316
1762339438.087170,5831,1150537109,17,934,2904,-1048,1150557517
1762339438.087170,5831,1150537109,18,937,2977,-1227,1150558717
1762339438.087170,5831,1150537109,19,910,2998,-1279,1150559918
1762339438.191889,5832,1150576171,0,874,3022,-1408,1150576171
1762339438.191889,5832,1150576171,1,871,3011,-1551,1150577371
1762339438.191889,5832,1150576171,2,853,2960,-1588,1150578571
1762339438.191889,5832,1150576171,3,762,2850,-1613,1150579772
1762339438.191889,5832,1150576171,4,719,2848,-1668,1150580972
1762339438.191889,5832,1150576171,5,732,2701,-1685,1150582173
1762339438.191889,5832,1150576171,6,714,2514,-1628,1150583373
1762339438.191889,5832,1150576171,7,619,2409,-1603,1150584574
1762339438.191889,5832,1150576171,8,573,2332,-1491,1150585774
1762339438.191889,5832,1150576171,9,516,2125,-1427,1150586975
1762339438.191889,5832,1150576171,10,542,1955,-1282,1150588175
1762339438.191889,5832,1150576171,11,511,1933,-1144,1150589376
1762339438.191889,5832,1150576171,12,479,1832,-1075,1150590576
1762339438.191889,5832,1150576171,13,475,1804,-1018,1150591777
1762339438.191889,5832,1150576171,14,397,1735,-1019,1150592977
1762339438.191889,5832,1150576171,15,309,1619,-940,1150594178
1762339438.191889,5832,1150576171,16,251,1423,-951,1150595378
1762339438.191889,5832,1150576171,17,252,1313,-932,1150596579
1762339438.191889,5832,1150576171,18,161,1240,-708,1150597779
1762339438.191889,5832,1150576171,19,208,1163,-603,1150598980
1762339438.192320,5833,1150615234,0,120,1181,-485,1150615234
1762339438.192320,5833,1150615234,1,64,1521,-311,1150616434
1762339438.192320,5833,1150615234,2,-36,1363,-116,1150617634
1762339438.192320,5833,1150615234,3,-83,1411,-2,1150618835
1762339438.192320,5833,1150615234,4,-243,1494,183,1150620035
1762339438.192320,5833,1150615234,5,-289,1534,301,1150621236
1762339438.192320,5833,1150615234,6,-468,1617,453,1150622436
