# t,ax,ay,az (t in seconds since start)
0.425237,2794,2972,-1410
0.426438,2791,2989,-1396
0.427638,2777,2977,-1388
0.428839,2762,2977,-1389
0.430039,2736,2966,-1402
0.431240,2745,2921,-1412
0.470003,2747,2912,-1415
0.471204,2731,2896,-1428
0.472404,2734,2877,-1434
0.473605,2720,2825,-1417
0.474805,2713,2815,-1434
0.476005,2701,2764,-1421
0.477206,2698,2710,-1403
0.478406,2689,2659,-1446
0.479607,2689,2632,-1481
0.480807,2682,2610,-1498
0.482008,2682,2575,-1502
0.483208,2675,2318,-1531
0.484409,2675,2532,-1566
0.485609,2671,2539,-1580
0.486810,2665,2541,-1574
0.488010,2672,2540,-1595
0.489211,2671,2553,-1607
0.490411,2672,2574,-1615
0.491612,2695,2576,-1640
0.492812,2695,2596,-1642
0.470131,2705,2646,-1651
0.471332,2725,2678,-1637
0.472532,2742,2702,-1627
0.473733,2785,2734,-1626
0.474933,2780,2766,-1602
0.476134,2791,2776,-1578
0.477334,2821,2811,-1555
0.478535,2817,2842,-1526
0.479735,2821,2865,-1491
0.480936,2824,2864,-1499
0.482136,2566,2883,-1490
0.483337,2795,2903,-1473
0.484537,2801,2901,-1504
0.485737,2801,2937,-1514
0.486938,2815,2944,-1519
0.488138,2889,2951,-1541
0.489339,2947,2959,-1560
0.490539,2932,2987,-1525
0.491740,2838,2991,-1428
0.492940,2808,2938,-1529
0.538697,2876,2875,-1788
0.539897,2924,2891,-1808
0.541098,3176,2878,-1677
0.542298,3658,2917,-1846
0.543499,3284,3021,-1747
0.544699,2988,2557,-1370
0.545900,2607,2363,-1548
0.547100,2543,2281,-1784
0.548301,2546,2170,-1673
0.549501,2564,2157,-1441
0.550702,2646,2143,-1402
0.551902,2663,2062,-1448
0.553103,2669,2037,-1513
0.554303,2868,2240,-1308
0.555504,3186,2409,-643
0.556704,2820,1322,-884
0.557905,2612,1221,-1715
0.559105,2667,975,-2018
0.560306,2735,1100,-1612
0.561506,2924,1122,-1323
0.538949,2823,1043,-1301
0.540149,3008,1370,-1373
0.541350,2995,1163,-1343
0.542550,2877,1277,-1297
0.543751,2745,1285,-1290
0.544951,2750,1386,-1326
0.546151,2865,1356,-1334
0.547352,2796,1340,-1273
0.548552,2819,1448,-1264
0.549753,2840,1588,-1129
0.550953,1611,1029,-505
0.552154,1909,1685,-1522
0.553354,2308,2394,-1777
0.554555,2820,2513,-1796
0.555755,2732,2468,-1340
0.556956,2357,2302,-1511
0.558156,2529,2506,-1415
0.559357,2616,2567,-1397
0.560557,2650,2749,-1238
0.561758,2678,2956,-1168
0.590532,2570,2940,-1130
0.591732,2452,2972,-1250
0.592933,2350,2921,-1277
0.594133,2334,3248,-1257
0.595333,2595,3327,-1048
0.596534,2607,3232,-1262
0.597734,2508,3142,-1423
0.598935,2882,2924,-1358
0.600135,2769,2860,-1663
0.601336,2753,3237,-1708
0.602536,2663,3577,-1511
0.603737,2437,3602,-1308
0.604937,2196,3460,-1278
0.606138,2160,3292,-1233
0.607338,2307,3343,-1155
0.608539,2361,3418,-1132
0.609739,2302,3403,-1107
0.610940,2240,3475,-1036
0.612140,2267,3507,-1002
0.613341,2326,3517,-964
0.641559,2342,3520,-998
0.642759,2387,3574,-1008
0.643960,2405,3465,-1391
0.645160,2327,3308,-1632
0.646361,2317,3889,-888
0.647561,2370,4062,-14
0.648762,2405,4280,148
0.649962,2345,4469,44
0.651163,2343,4572,220
0.652363,2416,4766,536
0.653564,2405,4856,675
0.654764,2397,4918,802
0.655965,2389,4940,779
0.657165,2394,5018,782
0.658366,2442,5071,853
0.659566,2524,5086,882
0.660767,2567,5112,924
0.661967,2561,5039,953
0.663168,2579,4925,1059
0.664368,2563,4844,1140
0.695410,2551,4642,1120
0.696611,2551,4449,1071
0.697811,2574,4349,962
0.699012,2618,4120,759
0.700212,2619,3920,635
0.701413,2624,3819,368
0.702613,2645,3632,80
0.703814,2661,3475,-192
0.705014,2680,3290,-326
0.706215,2687,3208,-552
0.707415,2689,3084,-743
0.708616,2685,2969,-799
0.709816,2653,2904,-921
0.711017,2593,2796,-1010
0.712217,2322,2733,-1068
0.713418,2527,2705,-1133
0.714618,2479,2698,-1116
0.715819,2477,2763,-1038
0.717019,2465,2817,-985
0.718220,2479,2885,-820
0.695603,2474,2959,-572
0.696803,2492,3077,-433
0.698003,2537,3217,-30
0.699204,2593,3272,396
0.700404,2652,3351,705
0.701605,2670,3458,918
0.702805,2708,3490,1391
0.704006,2730,3555,1722
0.705206,2760,3650,1840
0.706407,2783,3737,2098
0.707607,2766,3800,2406
0.708808,2715,3884,2806
0.710008,2670,3906,2727
0.711209,2653,3938,2694
0.712409,2570,4009,2579
0.713610,2530,4028,2522
0.714810,2505,4060,2431
0.716011,2486,4047,2266
0.717211,2515,4055,1878
0.718412,2487,4075,1870
0.745586,2462,4035,1648
0.746786,2427,3987,1411
0.747987,2408,3961,1248
0.749187,2383,3915,985
0.750388,2360,3873,768
0.751588,2334,3819,379
0.752789,2268,3725,309
0.753989,2188,3690,-82
0.755190,2115,3567,-577
0.756390,2068,3427,-794
0.757591,1978,3384,-1170
0.758791,1922,3280,-1594
0.759992,1924,3160,-1779
0.761192,1916,3117,-2117
0.762393,1987,3075,-2390
0.763593,1968,2961,-2601
0.764794,1991,2892,-2715
0.765994,2086,2586,-2871
0.767194,2121,2797,-3048
0.768395,2113,2726,-3122
0.795353,2129,2659,-3193
0.796554,2158,2620,-3283
0.797754,2138,2564,-3374
0.798955,2125,2496,-3392
0.800155,2148,2468,-3440
0.801356,2160,2354,-3571
0.802556,2135,2295,-3644
0.803757,2080,2220,-3785
0.804957,2093,2183,-3918
0.806158,2078,2117,-4071
0.807358,2100,2038,-4115
0.808559,2128,2008,-4191
0.809759,2109,1985,-4212
0.810960,2099,1957,-4239
0.812160,2022,1940,-4268
0.813361,2030,1909,-4260
0.814561,1990,1892,-4387
0.815762,1920,1853,-4403
0.816962,1906,1841,-4514
0.818163,1871,1816,-4619
0.861636,1876,1752,-4669
0.862837,1809,1744,-4846
0.864037,1821,1715,-4977
0.865238,1538,1683,-5020
0.866438,1773,1667,-5137
0.867639,1803,1689,-5232
0.868839,1793,1682,-5168
0.870040,1785,1703,-5082
0.871240,1843,1734,-4931
0.872441,1847,1758,-4641
0.873641,1847,1764,-4502
0.874842,1885,1821,-4244
0.876042,1918,1832,-4028
0.877243,1936,1863,-3884
0.878443,1946,1916,-3877
0.879644,1988,1927,-3919
0.880844,2003,1964,-3957
0.882045,2013,1988,-3988
0.883245,2049,2015,-4038
0.884445,2114,2024,-4088
0.861817,2117,2024,-4071
0.863018,2115,2022,-4031
0.864218,2132,2298,-3964
0.865419,2122,2033,-3828
0.866619,2124,2052,-3716
0.867820,2131,2075,-3571
0.869020,2126,2081,-3414
0.870220,2111,2065,-3210
0.871421,2105,2135,-3110
0.872621,2091,2138,-2905
0.873822,2068,2137,-2729
0.875022,2051,2163,-2693
0.876223,2076,2251,-2578
0.877423,2049,2275,-2364
0.878624,2083,2294,-2281
0.879824,2077,2370,-2111
0.881025,2099,2378,-1946
0.882225,2103,2425,-1756
0.883426,2133,2529,-1654
0.884626,2081,2556,-1409
0.937957,2033,2560,-1167
0.939157,1979,2652,-829
0.940358,1959,2736,-896
0.941558,1955,3039,-693
0.942759,1990,2921,-522
0.943959,1978,3051,-421
0.945160,1973,3202,-226
0.946360,1971,3263,-22
0.947561,1996,3414,71
0.948761,2008,3561,277
0.949962,2050,3630,490
0.951162,2074,3758,691
0.952363,2096,3878,796
0.953563,2119,3916,996
0.954764,2160,3979,1125
0.955964,2170,4050,1164
0.957165,2169,4108,1263
0.958365,2184,4166,1352
0.959566,2207,4287,1496
0.960766,2237,4403,1567
0.938083,2282,4470,1704
0.939283,2328,4596,1888
0.940483,2362,4704,1969
0.941684,2440,4782,2155
0.942884,2484,4800,2330
0.944085,2509,4800,2444
0.945285,2533,4783,2470
0.946486,2539,4745,2568
0.947686,2545,4700,2633
0.948887,2537,4651,2647
0.950087,2547,4582,2648
0.951288,2532,4550,2632
0.952488,2504,4474,2570
0.953689,2499,4429,2525
0.954889,2519,4432,2482
0.956090,2565,4491,2555
0.957290,2597,4577,2607
0.958491,2674,4711,2721
0.959691,2789,4753,2730
0.960892,2783,4785,2720
1.060068,2759,4843,2894
1.061268,2748,4865,3232
1.062469,2731,4916,3370
1.063669,2765,4982,3365
1.064870,2816,4985,3416
1.066070,2765,4981,3621
1.067271,2731,4950,3991
1.068471,2678,4902,3943
1.069672,2674,4892,4045
1.070872,2644,4836,4179
1.072073,2628,4762,4246
1.073273,2586,4696,4331
1.074474,2502,4633,4244
1.075674,2451,4555,3932
1.076875,2359,4421,3990
1.078075,2213,4374,3744
1.079275,2086,4272,3427
1.080476,2001,4113,3263
1.081676,1859,4048,2793
1.082877,1762,3909,2271
1.060223,1714,3732,1746
1.061424,1618,3575,1469
1.062624,1563,3486,925
1.063825,1559,3326,399
1.065025,1561,3123,145
1.066226,1535,3018,-457
1.067426,1521,2853,-964
1.068627,1505,2680,-1231
1.069827,1427,2526,-1739
1.071028,1350,2466,-2277
1.072228,1269,2288,-2827
1.073428,1231,2091,-3100
1.074629,1117,1982,-3676
1.075829,1096,1828,-4305
1.077030,1085,1683,-4621
1.078230,1087,1513,-5169
1.079431,1108,1460,-5758
1.080631,1121,1317,-6297
1.081832,1167,1208,-6557
1.083032,1212,1152,-6986
1.060313,1246,1050,-7425
1.061513,1263,970,-7653
1.062714,1326,859,-8049
1.063914,1397,827,-8421
1.065115,1450,737,-8815
1.066315,1467,632,-8870
1.067516,1478,609,-9171
1.068716,1510,508,-9460
1.069917,1522,416,-9627
1.071117,1540,323,-9920
1.072318,1526,293,-10151
1.073518,1498,330,-10231
1.074719,1492,405,-9987
1.075919,1440,427,-9215
1.077120,1487,537,-8400
1.078320,1501,733,-8083
1.079520,1547,858,-7537
1.080721,1556,941,-6985
1.081921,1534,1073,-6478
1.083122,1526,1248,-6322
1.115615,1524,1310,-5924
1.116815,1570,1443,-5589
1.118016,1601,1538,-5407
1.119216,1608,1557,-5127
1.120417,1602,1600,-4822
1.121617,1583,1693,-4426
1.122818,1578,1831,-4256
1.124018,1544,1874,-3868
1.125219,1505,1965,-3554
1.126419,1502,2043,-3418
1.127620,1458,2117,-3171
1.128820,1436,2187,-2847
1.130021,1474,2233,-2715
1.131221,1514,2272,-2526
1.132422,1540,2344,-2399
1.133622,1477,2461,-2237
1.134823,1385,2444,-2159
1.136023,1309,2476,-1999
1.137223,1298,2544,-1839
1.138424,1281,2637,-1790
1.115773,1310,2719,-1678
1.116973,1322,2793,-1546
1.118174,1277,2802,-1335
1.119374,1319,2938,-1211
1.120575,1227,3004,-910
1.121775,1200,3197,-643
1.122976,1221,3456,-477
1.124176,1276,3658,-59
1.125377,1370,3813,529
1.126577,1417,4046,1414
1.127778,1463,4308,1679
1.128978,1586,4450,2608
1.130179,1710,4711,3565
1.131379,1777,4933,4080
1.132580,1983,5230,5124
1.133780,2093,5349,6123
1.134981,2210,5626,7409
1.136181,2292,5881,7734
1.137382,2455,5962,8928
1.138582,2507,6153,10075
1.163917,2469,6360,10671
1.165117,2620,6609,11850
1.166318,2799,6752,12756
1.167518,2866,7010,13278
1.168719,2843,7224,13269
1.169919,2885,7377,13172
1.171119,2879,7641,12510
1.172320,2755,7656,11972
1.173520,2441,7585,10644
1.174721,2261,7494,9466
1.175921,2241,7380,8994
1.177122,2145,7208,8136
1.178322,2054,7066,7297
1.179523,1813,6774,6416
1.180723,1669,6413,6004
1.181924,1366,5946,5076
1.183124,1059,5769,4113
1.184325,934,5311,3574
1.185525,676,4909,2492
1.186726,493,4712,1464
1.211241,353,4346,485
1.212441,298,3992,-25
1.213642,220,3816,-954
1.214842,207,3435,-1819
1.216043,224,3154,-2191
1.217243,280,2822,-2981
1.218444,287,2644,-3607
1.219644,271,2248,-4223
1.220845,273,1889,-4503
1.222045,258,1708,-5204
1.223246,281,1359,-5890
1.224446,290,1014,-6252
1.225647,321,688,-6900
1.226847,352,532,-7606
1.228048,419,255,-8428
1.229248,450,-1,-8527
1.230449,572,-95,-9126
1.231649,687,-281,-9687
1.232850,754,-421,-9943
1.234050,920,-540,-10408
1.259850,1034,-592,-10776
1.261050,1116,-659,-11216
1.262251,1259,-748,-11278
1.263451,1337,-779,-11501
1.264652,1477,-830,-11714
1.265852,1532,-880,-11774
1.267053,1556,-893,-11792
1.268253,1542,-869,-11592
1.269454,1513,-729,-10825
1.270654,1443,-591,-10411
1.271855,1501,-464,-9432
1.273055,1554,-180,-8709
1.274256,1539,24,-8371
1.275456,1490,393,-7659
1.276657,1489,406,-7024
1.277857,1535,677,-6780
1.279058,1520,840,-6282
1.280258,1492,922,-5703
1.281459,1466,1133,-5170
1.282659,1438,1288,-4940
1.306325,1402,1401,-4434
1.307525,1400,1641,-3909
1.308726,1415,1916,-3633
1.309926,1449,2211,-3066
1.311127,1502,2348,-2534
1.312327,1465,2566,-2037
1.313528,1436,2778,-1783
1.314728,1498,2948,-1427
1.315929,1533,3170,-1053
1.317129,1534,3404,-890
1.318330,1614,3602,-603
1.319530,1696,3716,-291
1.320730,1767,3921,161
1.321931,1851,4187,308
1.323131,2046,4354,1040
1.324332,2186,4733,2302
1.325532,2250,5150,3092
1.326733,2332,5617,4938
1.327933,2473,5836,6741
1.329134,2631,6225,8278
1.356202,2718,6548,8932
1.357402,2794,6654,10044
1.358603,2807,6846,10975
1.359803,2786,7044,11426
1.361004,2813,7235,12256
1.362204,2827,7322,12876
1.363405,2829,7576,13020
1.364605,2863,7871,12930
1.365806,2825,7975,12114
1.367006,2594,7911,10743
1.368207,2432,7806,10034
1.369407,2289,7497,8887
1.370608,2128,7448,7972
1.371808,2035,7017,7045
1.373009,1774,6524,6644
1.374209,1439,6281,5646
1.375410,1094,5857,4549
1.376610,943,5429,4001
1.377811,645,4943,2867
1.379011,391,4789,1745
1.406418,31,4405,1153
1.407618,151,4074,-74
1.408818,74,3902,-1265
1.410019,-45,3557,-2330
1.411219,-94,3194,-2859
1.412420,-178,2722,-3857
1.413620,-202,2568,-4854
1.414821,-218,2215,-5362
1.416021,-200,1859,-6290
1.417222,-146,1674,-7101
1.418422,-132,1290,-7949
1.419623,-112,901,-8375
1.420823,-43,752,-9260
1.422024,31,387,-10009
1.423224,118,64,-10348
1.424425,318,-273,-10961
1.425625,517,-429,-11515
1.426826,703,-741,-11794
1.428026,789,-1055,-12245
1.429227,913,-1197,-12555
1.455129,948,-1499,-12735
1.456330,1004,-1678,-12815
1.457530,1122,-1757,-12957
1.458731,1200,-1775,-13050
1.459931,1229,-1790,-13070
1.461132,1193,-1762,-12908
1.462332,1150,-1711,-12166
1.463533,1197,-1505,-11223
1.464733,1220,-1299,-10816
1.465934,1320,-1085,-10197
1.467134,1298,-1041,-9747
1.468335,1262,-866,-9284
1.469535,1208,-682,-9024
1.470736,1117,-567,-8403
1.471936,1073,-310,-7590
1.473136,1100,-84,-7274
1.474337,1036,207,-6846
1.475537,887,83,-6400
1.476738,828,266,-5864
1.477938,748,454,-5552
1.455298,756,566,-5129
1.456499,825,830,-4759
1.457699,848,1094,-4520
1.458900,904,1485,-3990
1.460100,968,1530,-3376
1.461301,1268,1871,-3021
1.462501,1112,2230,-2116
1.463702,1186,2436,-915
1.464902,1221,2845,786
1.466103,1172,3291,1820
1.467303,1126,3769,4018
1.468504,1173,4140,6398
1.469704,1228,4864,7567
1.470905,1380,5456,9737
1.472105,1562,5755,11645
1.473306,1764,6369,13418
1.474506,1899,7001,14185
1.475707,2144,7329,15444
1.476907,2406,7992,16443
1.478108,2505,8629,16887
1.508265,2709,9310,17413
1.509466,2826,9646,17342
1.510666,2944,10258,16536
1.511867,2892,10546,15872
1.513067,2449,10528,14109
1.514268,1893,10379,12321
1.515468,1739,10378,11587
1.516669,1285,10006,10632
1.517869,1069,9723,9413
1.519069,623,9146,7859
1.520270,525,8580,7036
1.521470,81,8227,5609
1.522671,-361,7622,4230
1.523871,-588,7025,3500
1.525072,-1020,6473,1996
1.526272,-1316,6147,484
1.527473,-1705,5523,-1013
1.528673,-1662,4960,-1652
1.529874,-1854,4677,-3010
1.531074,-1980,4114,-4285
1.508472,-2013,3531,-4890
1.509673,-2077,2960,-6045
1.510873,-2081,2596,-7200
1.512074,-1795,2028,-7748
1.513274,-1969,1460,-8895
1.514475,-1853,932,-9919
1.515675,-1694,654,-10870
1.516876,-1561,128,-11305
1.518076,-1299,-372,-12153
1.519277,-996,-549,-12909
1.520477,-617,-1020,-13243
1.521677,-620,-1458,-13869
1.522878,-376,-1667,-14383
1.524078,-131,-2075,-14857
1.525279,-27,-2410,-15077
1.526479,139,-2577,-15327
1.527680,367,-2858,-15509
1.528880,464,-3091,-15619
1.530081,656,-3307,-15830
1.531281,796,-3384,-15799
1.560274,817,-3534,-15226
1.561475,784,-3406,-14704
1.562675,724,-3267,-13301
1.563876,792,-2945,-12268
1.565076,718,-2715,-11917
1.566277,500,-2398,-11270
1.567477,384,-2247,-10458
1.568678,375,-1849,-9848
1.569878,385,-1513,-9541
1.571079,294,-1397,-9153
1.572279,130,-1131,-8587
1.573480,61,-781,-8176
1.574680,-40,-431,-7381
1.575881,-140,-269,-6701
1.577081,-176,55,-6184
1.578282,-181,389,-5958
1.579482,-165,550,-5443
1.580683,-138,939,-4856
1.581883,-101,1305,-4609
1.583084,67,1731,-4213
1.649316,341,1802,-3887
1.650517,765,2156,-3089
1.651717,899,2494,-2977
1.652918,1025,2658,-1949
1.654118,899,3154,258
1.655319,753,3682,1753
1.656519,281,4190,5267
1.657720,175,4660,8571
1.658920,258,5460,9754
1.660121,688,6134,11600
1.661321,1137,6459,13394
1.662522,1496,7102,15262
1.663722,1637,7773,16167
1.664923,1933,8272,18190
1.666123,2362,8637,19541
1.667324,2927,9434,20011
1.668524,2955,10126,20547
1.669725,2682,10305,21162
1.670925,2695,11126,20287
1.672126,2458,11537,19659
1.649464,1986,11338,17690
1.650664,1294,11333,15768
1.651865,1086,11225,15055
1.653065,994,11041,13447
1.654266,389,10732,11975
1.655466,-446,10246,10014
1.656667,-775,9646,9194
1.657867,-1352,9302,7334
1.659068,-1828,8674,5467
1.660268,-2119,7896,4581
1.661469,-2725,7107,2830
1.662669,-3190,6785,1053
1.663870,-3549,6109,-566
1.665070,-3701,5446,-1416
1.666271,-4000,5099,-2856
1.667471,-4253,4311,-4311
1.668672,-4340,3585,-5113
1.669872,-4582,2835,-6702
1.671073,-4715,2477,-8170
1.672273,-4796,1725,-9620
1.700102,-4642,1093,-10247
1.701303,-4435,769,-11644
1.702503,-4077,114,-12812
1.703704,-3925,-525,-13367
1.704904,-3494,-1275,-14411
1.706105,-3164,-1398,-15329
1.707305,-2721,-1944,-16264
1.708506,-2534,-2427,-16575
1.709706,-2221,-2701,-17299
1.710907,-2041,-3202,-17899
1.712107,-1820,-3450,-18142
1.713308,-1469,-3969,-18654
1.714508,-1117,-4153,-19261
1.715709,-644,-4530,-19564
1.716909,-620,-4966,-19899
1.718110,-472,-5118,-20011
1.719310,-358,-5305,-19658
1.720511,-407,-5327,-19186
1.721711,-496,-4922,-17876
1.722911,-594,-4944,-16550
1.700260,-625,-4627,-16131
1.701461,-764,-4368,-15385
1.702661,-761,-4168,-14736
1.703861,-948,-3975,-14047
1.705062,-1109,-3701,-13751
1.706262,-1411,-3516,-12824
1.707463,-1642,-3103,-11828
1.708663,-1744,-2723,-11370
1.709864,-1934,-2263,-10645
1.711064,-2070,-2054,-9827
1.712265,-2135,-1604,-8979
1.713465,-2154,-1154,-8871
1.714666,-2281,-944,-8282
1.715866,-2423,-524,-7610
1.717067,-2457,-11,-7203
1.718267,-2542,366,-6462
1.719468,-2655,593,-5717
1.720668,-2651,1037,-5100
1.721869,-2577,1637,-4620
1.723069,-2341,1939,-3676
1.753009,-2077,2519,-2603
1.754209,-1975,3118,-1969
1.755410,-1943,3809,54
1.756610,-2253,4166,3456
1.757811,-3071,4763,8005
1.759011,-2999,5238,9990
1.760212,-2891,5500,13171
1.761412,-2209,6334,15118
1.762613,-1812,7223,16138
1.763813,-1070,7852,18439
1.765014,-297,8298,21325
