# t,ax,ay,az (t in seconds since start)
0.160495,9,-22,-12114
0.217457,98,-51,-12483
0.218657,197,-79,-12728
0.219858,502,-106,-12850
0.221058,329,-96,-13046
0.222259,430,-85,-13119
0.223459,483,-49,-13106
0.224660,495,39,-13019
0.225860,509,58,-12645
0.227061,444,127,-11873
0.228261,466,248,-11348
0.229462,615,415,-10367
0.230662,791,504,-9456
0.231863,891,724,-8598
0.233063,896,926,-8171
0.234264,822,1002,-7325
0.235464,769,1181,-6608
0.236664,773,1395,-6310
0.237865,811,1609,-5731
0.239065,922,1716,-5261
0.240266,1038,1903,-4767
0.217790,1119,2070,-4550
0.218991,1290,2159,-4057
0.220191,1455,2289,-3631
0.221392,1524,2388,-3423
0.222592,1705,2398,-2996
0.223793,1870,2384,-2580
0.224993,1948,2342,-2134
0.226194,2038,2237,-2033
0.227394,2050,2170,-1706
0.228595,2020,2065,-1409
0.229795,1998,1978,-1286
0.230995,1951,1947,-1062
0.232196,1940,1888,-919
0.233396,1955,1869,-933
0.234597,2039,1870,-964
0.235797,2146,1896,-1009
0.236998,2340,1974,-1104
0.238198,2473,2069,-1177
0.239399,2853,2137,-1181
0.240599,3244,2306,-851
0.282554,3411,2476,-565
0.283754,3599,2625,289
0.284955,3631,2688,1501
0.286155,3534,2692,2864
0.287356,3424,2677,3543
0.288556,3321,2674,4686
0.289757,3393,2724,5469
0.290957,3459,2779,5765
0.292158,3497,2885,6306
0.293358,3530,2979,6711
0.294559,3568,3249,7018
0.295759,3613,3523,7054
0.296960,3695,3637,6830
0.298160,3809,3808,6126
0.299361,3831,3900,5661
0.300561,3742,3885,4850
0.301762,3542,3856,4387
0.302962,3268,3790,3945
0.304162,3148,3706,3758
0.305363,2921,3652,3287
0.329298,2700,3537,2731
0.330499,2588,3422,2394
0.331699,2336,3277,1750
0.332900,2115,3184,1101
0.334100,2010,2998,500
0.335300,1839,2819,1
0.336501,1688,2706,-766
0.337701,1575,2531,-1562
0.338902,1517,2346,-1945
0.340102,1409,2236,-2676
0.341303,1309,2064,-3378
0.342503,1264,1877,-3988
0.343704,1182,1710,-4405
0.344904,1106,1618,-5046
0.346105,1040,1438,-5688
0.347305,1017,1310,-5993
0.348506,989,1162,-6581
0.349706,969,1095,-7087
0.350907,963,1002,-7338
0.352107,955,924,-7809
0.375215,978,904,-8193
0.376416,1018,870,-8477
0.377616,1056,815,-8602
0.378816,1084,554,-8790
0.380017,1099,745,-8926
0.381217,1073,690,-8938
0.382418,1082,652,-8940
0.383618,1070,640,-8849
0.384819,1024,616,-8689
0.386019,1012,613,-8553
0.387220,932,608,-8278
0.388420,868,587,-8010
0.389621,845,607,-7867
0.390821,864,611,-7553
0.392022,933,648,-7206
0.393222,991,716,-6750
0.394423,1001,824,-6561
0.395623,1039,905,-6038
0.396824,1012,1075,-5535
0.398024,1028,1295,-5320
0.375387,1035,1500,-5005
0.376587,1068,1581,-4778
0.377788,1107,1709,-4689
0.378988,1153,1791,-4631
0.380189,1262,1829,-4646
0.381389,1337,1844,-4661
0.382590,1372,1806,-4628
0.383790,1400,1812,-4594
0.384991,1438,1811,-4560
0.386191,1475,1821,-4515
0.387391,1497,1866,-4468
0.388592,1542,1865,-4439
0.389792,1559,1918,-4454
0.390993,1559,1926,-4459
0.392193,1622,1917,-4499
0.393394,1685,1875,-4555
0.394594,1714,1796,-4605
0.395795,1747,1692,-4650
0.396995,1776,1640,-4683
0.398196,1830,1523,-4720
0.420600,1843,1418,-4721
0.421801,1851,1382,-4689
0.423001,1889,1324,-4650
0.424202,1935,1292,-4555
0.425402,1962,1304,-4477
0.426603,2037,1333,-4352
0.427803,2212,1412,-4225
0.429004,2332,1560,-4146
0.430204,2665,1935,-3704
0.431405,2973,1913,-2880
0.432605,3087,2166,-2295
0.433806,3161,2426,-794
0.435006,3107,2520,951
0.436207,2989,2704,2597
0.437407,2940,2830,3495
0.438608,2897,2908,4941
0.439808,2929,3126,6040
0.441009,2975,3408,6506
0.442209,3177,3746,7206
0.443410,3422,3907,7785
0.474550,3620,4177,8303
0.475751,3696,4315,8536
0.476951,3837,4328,8886
0.478151,3856,4274,8888
0.479352,3818,4160,8752
0.480552,3701,4124,8143
0.481753,3595,4144,7187
0.482953,3483,4168,6186
0.484154,3192,4104,5916
0.485354,2852,4015,5238
0.486555,2517,3811,4520
0.487755,2380,3597,4074
0.488956,2146,3472,3023
0.490156,1869,3228,2003
0.491357,1747,2989,992
0.492557,1468,2746,475
0.493758,1246,2627,-537
0.494958,1082,2426,-1588
0.496159,1022,2211,-2068
0.497359,949,1873,-3063
0.534017,897,1951,-4013
0.535218,886,1774,-4460
0.536418,863,1599,-5313
0.537619,851,1507,-6100
0.538819,821,1331,-6826
0.540020,810,1184,-7150
0.541220,794,1104,-7736
0.542421,777,976,-8306
0.543621,764,873,-8804
0.544822,752,818,-9003
0.546022,744,771,-9412
0.547223,747,732,-9725
0.548423,758,690,-9856
0.549623,766,669,-9985
0.550824,770,658,-10091
0.552024,777,636,-10104
0.553225,764,614,-10098
0.554425,748,596,-9989
0.555626,704,552,-9891
0.556826,645,498,-9596
0.534164,571,487,-9164
0.535365,517,467,-8689
0.536565,524,456,-8425
0.537766,571,520,-7931
0.538966,610,559,-7421
0.540167,633,683,-6917
0.541367,639,840,-6627
0.542568,605,956,-6141
0.543768,621,1171,-5831
0.544969,638,1388,-5695
0.546169,752,1456,-5509
0.547370,886,1570,-5438
0.548570,944,1630,-5128
0.549771,1063,1673,-5217
0.550971,1153,1707,-5010
0.552171,1211,1762,-4803
0.553372,1222,1827,-4694
0.554572,1254,1858,-4463
0.555773,1302,1926,-4250
0.556973,1288,2028,-4159
0.586160,1315,2091,-4050
0.587361,1376,2139,-4040
0.588561,1421,2192,-4064
0.589762,1487,2232,-4115
0.590962,1591,2248,-4220
0.592163,1667,2221,-4294
0.593363,1719,2172,-4353
0.594564,1779,2051,-4406
0.595764,1823,1998,-4499
0.596965,1879,1857,-4498
0.598165,1906,1713,-4507
0.599366,1923,1633,-4465
0.600566,1934,1506,-4397
0.601767,1941,1387,-4326
0.602967,1971,1318,-4124
0.604168,2022,1311,-3947
0.605368,2150,1300,-3832
0.606568,2271,1364,-3692
0.607769,2634,1438,-3355
0.608969,3027,1635,-2689
0.637599,3187,1859,-2185
0.638799,3340,2055,-745
0.640000,3267,2136,1071
0.641200,3082,2250,3023
0.642401,2956,2304,3841
0.643601,2848,2365,5470
0.644802,2887,2492,6673
0.646002,2937,2736,7122
0.647203,3065,2985,7901
0.648403,3186,3120,8480
0.649604,3523,3374,8711
0.650804,3393,3640,8988
0.652005,3547,3754,8988
0.653205,3686,3939,8446
0.654406,3760,4057,7965
0.655606,3803,4097,6833
0.656807,3664,4114,5952
0.658007,3553,4018,5332
0.659208,3277,3854,4990
0.660408,2973,3740,4290
0.665548,2707,3509,3510
0.666749,2564,3298,3091
0.667949,2279,2919,2099
0.669150,2024,2972,1126
0.670350,1918,2744,637
0.671551,1731,2531,-392
0.672751,1600,2444,-1424
0.673951,1514,2265,-2409
0.675152,1468,2114,-2872
0.676352,1396,2036,-3791
0.677553,1346,1889,-4672
0.678753,1320,1724,-5078
0.679954,1265,1561,-5777
0.681154,1198,1488,-6442
0.682355,1098,1320,-7037
0.683555,1039,1162,-7395
0.684756,954,1093,-7927
0.685956,913,970,-8474
0.687157,883,893,-8709
0.688357,863,835,-9121
0.715659,848,828,-9473
0.716859,851,815,-9879
0.718060,856,813,-9876
0.719260,872,830,-10051
0.720460,850,854,-10173
0.721661,855,884,-10220
0.722861,824,862,-10257
0.724062,829,844,-10179
0.725262,807,792,-9762
0.726463,734,722,-9398
0.727663,733,689,-8521
0.728864,780,707,-7741
0.730064,813,789,-7364
0.731265,865,857,-6634
0.732465,964,1103,-6026
0.733666,1259,1311,-5759
0.734866,1125,1500,-5267
0.736067,1272,1577,-4847
0.737267,1410,1684,-4476
0.738468,1468,1725,-4286
0.715826,1554,1732,-3982
0.717026,1562,1741,-3667
0.718227,1584,1752,-3487
0.719427,1625,1795,-3200
0.720628,1665,1823,-2957
0.721828,1694,1897,-2733
0.723029,1712,1972,-2669
0.724229,1743,2274,-2568
0.725430,1768,2097,-2542
0.726630,1798,2151,-2570
0.727831,1872,2176,-2630
0.729031,1924,2178,-2726
0.730232,2008,2155,-3053
0.731432,2027,2126,-2933
0.732633,2079,2110,-3048
0.733833,2131,2075,-3197
0.735034,2156,2044,-3251
0.736234,2231,2037,-3337
0.737434,2343,2046,-3381
0.738635,2531,2091,-3120
0.764351,2661,2178,-3146
0.765551,2870,2252,-2675
0.766752,3039,2379,-1971
0.767952,3082,2489,-1527
0.769153,3114,2601,-490
0.770353,3090,2647,532
0.771554,3110,2703,1491
0.772754,3146,2822,1859
0.773955,3256,2894,2717
0.775155,3349,3057,3657
0.776356,3394,3213,4127
0.777556,3444,3244,4908
0.778757,3519,3294,5476
0.779957,3813,3253,5668
0.781158,3565,3132,5922
0.782358,3511,3056,5925
0.783559,3475,3021,5425
0.784759,3475,3085,5002
0.785960,3408,3124,3949
0.787160,3172,3207,3094
0.833048,3032,3207,2708
0.834248,2829,3157,1953
0.835449,2720,3109,1273
0.836649,2691,2998,748
0.837850,2675,2841,488
0.839050,2603,2739,121
0.840251,2474,2516,-210
0.841451,2386,2298,-367
0.842651,2210,2103,-714
0.843852,2070,2007,-1091
0.845052,1917,1847,-1543
0.846253,1878,1722,-1800
0.847453,1773,1667,-2340
0.848654,1696,1557,-2824
0.849854,1673,1492,-3077
0.851055,1632,1440,-3582
0.852255,1655,1408,-4046
0.853456,1664,1352,-4527
0.854656,1653,1295,-4692
0.855857,1670,1247,-5028
0.890053,1645,1179,-5296
0.891254,1608,1113,-5398
0.892454,1549,1070,-5558
0.893655,1464,1038,-5695
0.894855,1374,1005,-5759
0.896056,1329,1020,-5915
0.897256,1280,1020,-6025
0.898457,1191,1050,-6173
0.899657,1177,1099,-6254
0.900858,1100,1155,-6426
0.902058,1035,1176,-6611
0.903259,1002,1250,-6697
0.904459,958,1306,-6878
0.905660,899,1335,-7075
0.906860,837,1377,-7236
0.908061,822,1406,-7350
0.909261,759,1409,-7525
0.910462,717,1443,-7728
0.911662,711,1403,-7840
0.912862,717,1386,-8039
0.890197,748,1370,-8130
0.891398,783,1343,-8014
0.892598,793,1326,-7824
0.893799,805,1323,-7197
0.894999,847,1307,-6496
0.896200,879,1341,-6210
0.897400,934,1378,-5620
0.898601,1005,1429,-5194
0.899801,1077,1511,-4911
0.901002,1134,1551,-4799
0.902202,1206,1575,-4628
0.903403,1326,1613,-4502
0.904603,1375,1623,-4438
0.905804,1403,1645,-4305
0.907004,1412,1648,-4132
0.908205,1417,1705,-3976
0.909405,1437,1757,-3928
0.910606,1445,1773,-3831
0.911806,1458,1836,-3790
0.913007,1452,1892,-3813
0.950026,1463,1967,-3885
0.951227,1471,1977,-4015
0.952427,1518,2010,-4124
0.953628,1541,2025,-4341
0.954828,1611,2018,-4542
0.956029,1645,1994,-4742
0.957229,1657,1949,-4841
0.958430,1682,1882,-5010
0.959630,1705,1836,-5173
0.960831,1726,1739,-5260
0.962031,1732,1642,-5389
0.963232,1769,1600,-5439
0.964432,1811,1532,-5465
0.965632,1847,1462,-5426
0.966833,1895,1439,-5333
0.968033,1943,1380,-5207
0.969234,1961,1341,-5117
0.970434,2076,1364,-4864
0.971635,2231,1378,-4573
0.972835,2466,1421,-4088
0.950216,2586,1543,-3745
0.951417,2837,1605,-2830
0.952617,2971,1752,-1569
0.953818,2984,1858,-813
0.955018,2943,1972,898
0.956219,2842,2059,2567
0.957419,2774,2178,4131
0.958620,2785,2319,4816
0.959820,2890,2437,5971
0.961021,3104,2700,6955
0.962221,3209,3059,7451
0.963422,3414,3384,8369
0.964622,3584,3523,9110
0.965823,3729,3736,9701
0.967023,3776,3811,9929
0.968223,3838,3803,10160
0.969424,3851,3779,9960
0.970624,3847,3884,9660
0.971825,3775,4091,8631
0.973025,3587,4188,7390
1.016033,3269,4327,6426
1.017234,3083,4325,6174
1.018434,2756,4205,5505
1.019635,2470,4117,4651
1.020835,2351,3948,4118
1.022036,2069,3715,3102
1.023236,1800,3585,2191
1.024437,1664,3345,1205
1.025637,1437,3126,728
1.026838,1209,3003,-266
1.028038,1016,2815,-1248
1.029239,956,2622,-1735
1.030439,824,2539,-2706
1.031640,685,2376,-3657
1.032840,653,2207,-4378
1.034041,561,2051,-5026
1.035241,496,1968,-5923
1.036442,437,1780,-6709
1.037642,422,1607,-7104
1.038843,391,1526,-7868
1.043956,346,1352,-8547
1.045157,335,1202,-8893
1.046357,329,1057,-9494
1.047558,352,1005,-10035
1.048758,378,871,-10542
1.049959,419,754,-10752
1.051159,477,693,-11070
1.052360,510,588,-11246
1.053560,501,459,-11309
1.054761,503,332,-11356
1.055961,463,269,-11308
1.057162,430,119,-11174
1.058362,403,-44,-11049
1.059563,352,-138,-10626
1.060763,328,-291,-10039
1.061964,366,-372,-9689
1.063164,457,-332,-9026
1.064365,584,-289,-8329
1.065565,618,-139,-7430
1.066766,633,149,-7178
1.101226,726,316,-6543
1.102426,812,682,-5964
1.103627,853,971,-5723
1.104827,921,1258,-5212
1.106027,1034,1381,-4816
1.107228,1145,1566,-4383
1.108428,1215,1696,-4377
1.109629,1317,1732,-4124
1.110829,1343,1778,-3845
1.112030,1343,1842,-3719
1.113230,1335,1889,-3432
1.114431,1328,1936,-3214
1.115631,1343,2035,-3141
1.116832,1372,2123,-3042
1.118032,1390,2148,-3031
1.119233,1427,2207,-3102
1.120433,1457,2233,-3139
1.121634,1546,2266,-3243
1.122834,1668,2229,-3417
1.124035,1989,2167,-3776
1.150746,1837,2065,-3698
1.151947,1882,2011,-3803
1.153147,1864,1926,-3819
1.154348,1873,1857,-3818
1.155548,1875,1555,-3753
1.156749,1938,1771,-3628
1.157949,1978,1730,-3541
1.159150,2121,1699,-3327
1.160350,2233,1676,-3065
1.161550,2344,1675,-2860
1.162751,2411,1660,-2740
1.163951,2527,1679,-2527
1.165152,2674,1757,-2254
1.166352,2774,1903,-2056
1.167553,2977,2105,-1463
1.168753,3180,2229,-582
1.169954,3294,2535,539
1.171154,3326,2743,1129
1.172355,3423,2869,2210
1.173555,3578,3088,3197
1.182744,3607,3248,3644
1.183945,3666,3364,4329
1.185145,3648,3364,4850
1.186346,3617,3429,5336
1.187546,3609,3561,5433
1.188747,3462,3584,5665
1.189947,3363,3619,5773
1.191148,3289,3634,5781
1.192348,3163,3633,5625
1.193549,3119,3604,4904
1.194749,3154,3567,3823
1.195950,3154,3467,3192
1.197150,3051,3380,2230
1.198351,2860,3197,1364
1.199551,2744,2956,949
1.200751,2610,2566,87
1.201952,2487,2655,-754
1.203152,2411,2496,-1693
1.204353,2311,2359,-1972
1.205553,2244,2294,-2730
1.227996,2177,2221,-3392
1.229196,2183,2110,-3706
1.230397,2165,2090,-4250
1.231597,2186,2017,-4728
1.232798,2190,1922,-4949
1.233998,2230,1840,-5284
1.235199,2266,1781,-5559
1.236399,2300,1639,-5747
1.237600,2304,1462,-5831
1.238800,2314,1372,-5865
1.240001,2294,1200,-5743
1.241201,2303,1040,-5628
1.242402,2292,877,-5352
1.243602,2275,805,-4961
1.244803,2269,716,-4581
1.246003,2260,668,-4439
1.247204,2265,651,-4223
1.248404,2292,674,-4083
1.249605,2285,751,-4036
1.250805,2275,834,-3971
1.228162,2200,859,-3938
1.229362,2104,933,-3961
1.230563,2059,978,-4035
1.231763,1958,1001,-4142
1.232963,1896,1051,-4239
1.234164,1873,1100,-4262
1.235364,1853,1150,-4282
1.236565,1840,1176,-4262
1.237765,1824,1239,-4237
1.238966,1848,1314,-4150
1.240166,1823,1364,-4060
1.241367,1821,1480,-3892
1.242567,1837,1567,-3795
1.243768,1934,1688,-3525
1.244968,2096,1752,-3196
1.246169,2152,1877,-3025
1.247369,2264,1998,-2703
1.248570,2361,2058,-2430
1.249770,2417,2164,-2167
1.250971,2426,2272,-2060
1.279934,2433,2391,-1880
1.281134,2481,2444,-1836
1.282335,2502,2520,-1824
1.283535,2622,2654,-1825
1.284736,2754,2726,-1735
1.285936,2854,2890,-1541
1.287137,2923,3044,-1414
1.288337,2976,3101,-1097
1.289538,3000,3152,-833
1.290738,3002,3177,-743
1.291939,2973,3149,-650
1.293139,2930,3122,-752
1.294340,2953,3059,-978
1.295540,2953,2990,-1089
1.296741,2947,2957,-1307
1.297941,2880,2843,-1527
1.299142,2835,2689,-1640
1.300342,2697,2460,-1886
1.301542,2526,2367,-2130
1.302743,2409,2184,-2545
1.307388,2356,2025,-2666
1.308588,2270,1907,-3033
1.309789,2186,1708,-3402
1.310989,2176,1503,-3567
1.312190,2179,1288,-3898
1.313390,2199,1186,-4164
1.314591,2228,949,-4276
1.315791,2267,704,-4421
1.316992,2309,612,-4511
1.318192,2351,412,-4521
1.319393,2360,226,-4492
1.320593,2389,79,-4419
1.321794,2396,7,-4241
1.322994,2394,-95,-3867
1.324195,2396,-165,-3902
1.325395,2405,-164,-3674
1.326596,2382,-135,-3476
1.327796,2375,-23,-3378
1.328997,2355,51,-3197
1.330197,2367,258,-3043
1.357970,2375,534,-2981
1.359170,2402,760,-2888
1.360371,2441,887,-2812
1.361571,2467,1109,-2757
1.362772,2500,1267,-2746
1.363972,2525,1361,-2755
1.365173,2560,1402,-2763
1.366373,2557,1500,-2735
1.367574,2562,1607,-2673
1.368774,2591,1665,-2638
1.369974,2597,1770,-2623
1.371175,2602,1872,-2623
1.372375,2597,1939,-2679
1.373576,2722,2103,-2746
1.374776,2821,2340,-2681
1.375977,3061,2684,-2191
1.377177,3366,2881,-1213
1.378378,3683,3280,30
1.379578,3843,3569,694
1.380779,4081,3668,1939
1.406670,4188,3687,2985
1.407871,4207,3685,3443
1.409071,4250,3760,4198
1.410272,4273,3847,5135
1.411472,4315,4168,6233
1.412673,4344,4634,7087
1.413873,4280,4870,8598
1.415074,3955,5285,10039
1.416274,3719,5619,10748
1.417475,3094,5850,11902
1.418675,2412,5909,12542
1.419875,1731,5990,12047
1.421076,1433,6117,11622
1.422276,1040,6126,9433
1.423477,497,6112,7386
1.424677,253,6207,6725
1.425878,-610,5713,5740
1.427078,-1331,5606,4374
1.428279,-1910,5324,2859
1.429479,-2244,4881,2216
1.432768,-2793,4637,678
1.433968,-3245,4147,-1182
1.435169,-3431,3705,-2100
1.436369,-3721,3210,-3902
1.437570,-4007,3000,-5611
1.438770,-4079,2510,-6425
1.439971,-4062,2071,-8123
1.441171,-4055,1802,-9725
1.442372,-4079,1289,-11114
1.443572,-4049,717,-11736
1.444773,-3865,235,-12903
1.445973,-3810,-99,-14064
1.447174,-3753,-525,-15157
1.448374,-3533,-1077,-15550
1.449575,-3282,-1368,-16257
1.450775,-3042,-1759,-16770
1.451976,-2903,-2278,-16982
1.453176,-2621,-2727,-17344
1.454377,-2406,-2983,-17768
1.455577,-2209,-3350,-17916
1.486719,-2020,-3827,-17602
1.487920,-1895,-4046,-17462
1.489120,-1806,-4550,-17354
1.490321,-1796,-5140,-17104
1.491521,-1615,-5327,-16722
1.492722,-1452,-5719,-15884
1.493922,-1383,-5855,-15394
1.495123,-1144,-5694,-14247
1.496323,-936,-5595,-12858
1.497524,-832,-5465,-11988
1.498724,-780,-5269,-11594
1.499925,-701,-5149,-10835
1.501125,-647,-4829,-9779
1.502326,-658,-4496,-9307
1.503526,-705,-4124,-8352
1.504727,-884,-3959,-7347
1.505927,-1034,-3653,-6644
1.507128,-1309,-3276,-6108
1.508328,-1467,-3086,-5485
1.509529,-1552,-2703,-5068
1.535133,-1522,-2289,-4919
1.536333,-1454,-1839,-4712
1.537534,-1409,-1732,-4636
1.538734,-1332,-1294,-4676
1.539934,-1232,-918,-4787
1.541135,-1120,-754,-5002
1.542335,-1017,-398,-5255
1.543536,-932,-71,-5383
1.544736,-751,85,-5637
1.545937,-581,375,-5674
1.547137,-494,693,-5631
1.548338,-356,985,-5375
1.549538,-264,1126,-5015
1.550739,-240,1432,-4508
1.551939,-203,1756,-4248
1.553140,71,2156,-3875
1.554340,626,2213,-3552
1.555541,980,2599,-3305
1.556741,1685,3159,-2401
1.557942,2066,3502,-710
1.535247,1991,4347,1958
1.536447,1812,5269,3599
1.537648,1387,5731,7374
1.538848,1319,6517,10655
1.540049,1430,7298,11931
1.541249,1649,7912,13936
1.542450,1843,8205,15474
1.543650,2124,8828,16669
1.544851,2335,9469,17308
1.546051,2750,9787,18096
1.547252,3092,10309,18397
1.548452,3163,10696,18407
1.549653,3283,11112,17818
1.550853,3412,11187,16045
1.552054,3151,10863,13585
1.553254,2899,10549,12527
1.554455,2364,10232,11070
1.555655,1615,9405,9998
1.556856,1239,8639,9299
1.558056,678,8109,7554
1.605362,-341,7436,5994
1.606562,-1258,6326,4325
1.607763,-1369,5439,3382
1.608963,-1974,5005,1490
1.610164,-2485,4126,-308
1.611364,-2727,3296,-1153
1.612565,-2990,2659,-2903
1.613765,-2988,2249,-4626
1.614966,-2908,1655,-5480
1.616166,-2723,1091,-7076
1.617367,-2572,794,-8400
1.618567,-2507,195,-9584
1.619768,-2440,-418,-10069
1.620968,-2355,-955,-11005
1.622168,-2273,-1287,-11935
1.623369,-2240,-1864,-12344
1.624569,-2186,-2402,-13100
1.625770,-2160,-2646,-13787
1.626970,-2064,-3089,-14432
1.628171,-1984,-3506,-14749
1.656034,-1762,-3674,-15408
1.657234,-1487,-3999,-16015
1.658435,-1330,-4294,-16244
1.659635,-1062,-4492,-16661
1.660836,-880,-4595,-16894
1.662036,-755,-4766,-16949
1.663237,-718,-4937,-17006
1.664437,-666,-4999,-16869
1.665638,-723,-5168,-16196
1.666838,-782,-5119,-15582
1.668039,-845,-4823,-14027
1.669239,-772,-4592,-12579
1.670440,-689,-3996,-11479
1.671640,-578,-3464,-11058
1.672840,-559,-3237,-10125
1.674041,-623,-2826,-9257
1.675241,-623,-2399,-8896
1.676442,-732,-2015,-8155
1.677642,-871,-1837,-7397
1.678843,-945,-1435,-6801
1.656189,-1087,-1056,-6452
1.657389,-1214,-874,-5991
1.658590,-1272,-500,-5664
1.659790,-1271,-163,-5630
1.660991,-1228,15,-5520
1.662191,-1163,305,-5550
1.663392,-1130,608,-5575
1.664592,-1005,864,-5609
1.665793,-853,959,-5682
1.666993,-666,1155,-5739
1.668194,-536,1332,-5795
1.669394,-321,1397,-5827
1.670595,-93,1535,-5692
1.671795,242,1586,-5546
1.672996,84,1794,-5061
1.674196,388,1936,-4462
1.675397,457,2162,-3544
1.676597,459,2363,-3035
1.677798,565,2773,-2168
1.678998,897,2828,-1437
1.703360,1138,3123,-1057
1.704561,1708,3420,-190
1.705761,2268,3643,1013
1.706962,2535,4001,2592
1.708162,2542,4450,3791
1.709363,2392,4681,6181
1.710563,2223,5256,8643
1.711764,2205,5764,9749
1.712964,2266,6130,11551
1.714165,2391,6320,12806
1.715365,2629,6654,13663
1.716566,2776,7020,13991
1.717766,3045,7213,14434
1.718967,3248,7602,14490
1.720167,3341,7982,14258
1.721368,3546,8205,12933
1.722568,3571,8149,10712
1.723768,3171,8022,8573
1.724969,3086,7683,8026
1.726169,2614,7389,6920
1.770254,2150,6779,5528
1.771454,1907,6175,4759
1.772655,1417,5376,3403
1.773855,892,5222,2121
1.775056,373,4603,656
1.776256,200,4089,-154
1.777457,-65,3831,-1721
1.778657,-298,3194,-3134
1.779858,-350,2666,-3868
1.781058,-382,2164,-5299
1.782259,-440,1933,-6591
1.783459,-450,1479,-7152
1.784660,-386,1030,-8223
1.785860,-335,825,-9301
1.787061,-203,406,-10186
1.788261,-131,22,-10530
1.789462,-1,-435,-11104
1.790662,137,-559,-11620
1.791863,200,-955,-11843
1.793063,281,-1324,-12191
1.821271,320,-1525,-12355
1.822472,356,-1882,-12419
1.823672,385,-2208,-12449
