# t,ax,ay,az (t in seconds since start)
0.181345,3509,2026,-715
0.158698,3523,2076,-679
0.159899,3539,2143,-664
0.161099,3560,2176,-618
0.162300,3566,2201,-588
0.163500,3568,2214,-593
0.164701,3554,2188,-624
0.165901,3558,2168,-676
0.167102,3555,2129,-732
0.168302,3543,2098,-762
0.169503,3513,2075,-778
0.170703,3529,2040,-812
0.171904,3518,2017,-820
0.173104,3504,1982,-824
0.174305,3499,1981,-867
0.175505,3487,1972,-862
0.176706,3472,1968,-883
0.177906,3469,1973,-917
0.179107,3456,1970,-926
0.180307,3444,1979,-943
0.181508,3445,1961,-945
0.211338,3433,1960,-964
0.212539,3446,1974,-961
0.213739,3437,1982,-939
0.214940,3450,1990,-908
0.216140,3434,1985,-909
0.217341,3447,2000,-899
0.218541,3467,2020,-901
0.219742,3474,2018,-881
0.220942,3486,2016,-862
0.222143,3488,2026,-882
0.223343,3493,2030,-896
0.224544,3492,2020,-930
0.225744,3511,2012,-935
0.226945,3495,2008,-951
0.228145,3507,1967,-964
0.229346,3498,1958,-971
0.230546,3490,1949,-957
0.231746,3503,1944,-980
0.232947,3499,1964,-957
0.234147,3499,1991,-962
0.211492,3504,2013,-983
0.212693,3490,2025,-1002
0.213893,3489,2067,-992
0.215094,3491,2077,-1003
0.216294,3471,2068,-1027
0.217495,3475,2062,-1032
0.218695,3475,2032,-1058
0.219896,3468,2004,-1065
0.221096,3466,1979,-1072
0.222297,3451,1950,-1079
0.223497,3464,1930,-1076
0.224698,3453,1928,-1058
0.225898,3452,1924,-1054
0.227099,3437,1942,-1038
0.228299,3456,1961,-986
0.229500,3465,1987,-935
0.230700,3470,2029,-914
0.231900,3474,2060,-840
0.233101,3498,2083,-792
0.234301,3491,2125,-760
0.241421,3512,2190,-739
0.242621,3517,2204,-729
0.243821,3498,2223,-762
0.245022,3493,2215,-799
0.246222,3500,2158,-855
0.247423,3484,2129,-913
0.248623,3505,2034,-951
0.249824,3489,1957,-994
0.251024,3492,1927,-1004
0.252225,3488,1912,-1005
0.253425,3483,1905,-989
0.254626,3474,1910,-986
0.255826,3473,1925,-965
0.257027,3470,1957,-946
0.258227,3479,1964,-927
0.259428,3465,1969,-886
0.260628,3491,1994,-855
0.261829,3481,2005,-851
0.263029,3487,2000,-818
0.264230,3494,2008,-794
0.303967,3492,2003,-784
0.305168,3503,2009,-765
0.306368,3513,2017,-726
0.307569,3512,2017,-705
0.308769,3504,2025,-724
0.309970,3519,2036,-721
0.311170,3512,2038,-684
0.312370,3525,2050,-682
0.313571,3532,2079,-630
0.314771,3536,2090,-598
0.315972,3562,2126,-578
0.317172,3548,2142,-600
0.318373,3533,2134,-669
0.319573,3539,2118,-766
0.320774,3520,2046,-811
0.321974,3508,1984,-881
0.323175,3501,1933,-959
0.324375,3481,1892,-986
0.325576,3481,1894,-1011
0.326776,3495,1911,-1044
0.357930,3475,1968,-1059
0.359131,3467,2009,-1046
0.360331,3472,2069,-1042
0.361532,3468,2090,-1024
0.362732,3464,2138,-951
0.363933,3462,2170,-923
0.365133,3455,2187,-990
0.366334,3443,2139,-1108
0.367534,3448,2078,-1185
0.368735,3443,1991,-1272
0.369935,3423,1955,-1303
0.371135,3433,1909,-1280
0.372336,3435,1895,-1271
0.373536,3430,1921,-1227
0.374737,3427,1986,-1188
0.375937,3434,2049,-1177
0.377138,3407,2117,-1112
0.378338,3440,2143,-993
0.379539,3472,2179,-934
0.380739,3483,2222,-796
0.410991,3522,2236,-651
0.412192,3566,2236,-472
0.413392,3579,2214,-372
0.414593,3643,2189,-177
0.415793,3701,2157,169
0.416994,3802,2084,678
0.418194,3802,1924,825
0.419395,3842,1891,1015
0.420595,4025,1871,1847
0.421796,4088,1837,2307
0.422996,4144,1780,3160
0.424197,4176,1782,3660
0.425397,4202,1874,3846
0.426598,4256,1934,4191
0.427798,4305,1938,4578
0.428999,4336,1951,4940
0.430199,4332,1950,5101
0.431399,4335,1994,5264
0.432600,4350,2064,5428
0.433800,4355,2198,5465
0.454608,4348,2331,5292
0.455808,4292,2349,4949
0.457009,4178,2405,4514
0.458209,4103,2323,4274
0.459410,3984,2238,3671
0.460610,3807,2064,2755
0.461811,3743,1874,1683
0.463011,3584,1568,1125
0.464212,3488,1388,162
0.465412,3351,901,-631
0.466613,3293,455,-994
0.467813,3214,238,-1667
0.469013,3452,-77,-2292
0.470214,3515,86,-2942
0.471414,3329,421,-3308
0.472615,3127,645,-3807
0.473815,2990,982,-4239
0.475016,2954,1257,-4425
0.476216,2861,1322,-4736
0.477417,2844,1505,-5104
0.500136,2782,1672,-5267
0.501337,2672,1889,-5558
0.502537,2518,1940,-5779
0.503738,2425,2070,-5949
0.504938,2380,2121,-6088
0.506139,2326,2067,-6269
0.507339,2247,1998,-6453
0.508540,2252,1946,-6555
0.509740,2171,1949,-6773
0.510941,2042,1940,-6901
0.512141,1945,1894,-6962
0.513342,1906,1855,-7066
0.514542,1887,1836,-7211
0.515743,1838,1973,-7304
0.516943,1808,2180,-7296
0.518144,1802,2422,-7427
0.519344,1736,2503,-7336
0.520545,1700,2592,-7199
0.521745,1704,2636,-7098
0.522946,1750,2667,-7012
0.551061,1788,2683,-6892
0.552261,1831,2658,-6874
0.553462,1801,2652,-6621
0.554662,1786,2572,-6498
0.555863,1789,2459,-6176
0.557063,1808,2347,-6124
0.558264,1798,2284,-5782
0.559464,1816,2247,-5427
0.560665,1801,2217,-5274
0.561865,1826,2207,-4902
0.563066,1789,2219,-4571
0.564266,1536,2266,-4103
0.565466,1783,2349,-4039
0.566667,1822,2459,-3668
0.567867,1885,2556,-3254
0.569068,1989,2712,-3102
0.570268,2105,2843,-2617
0.571469,2235,3143,-2058
0.572669,2533,3457,-1551
0.573870,2415,3740,-1302
0.551186,2593,3895,-810
0.552387,2782,4129,-180
0.553587,2894,4220,157
0.554788,3088,4236,1146
0.555988,3344,4214,2333
0.557189,3754,4119,2978
0.558389,3818,3961,4378
0.559590,4151,3868,5766
0.560790,4463,3680,6697
0.561991,4605,3527,6973
0.563191,4861,3456,7176
0.564392,5096,3321,7167
0.565592,5175,3104,7189
0.566793,5275,2804,7418
0.567993,5338,2640,7840
0.569193,5427,2358,8470
0.570394,5450,2196,8832
0.571594,5483,2147,9283
0.572795,5391,2100,9367
0.573995,5320,2079,9309
0.585106,5138,2031,8879
0.586306,4968,1988,7998
0.587507,4780,1805,6775
0.588707,4671,1509,6137
0.589908,4490,1349,4806
0.591108,4256,872,3551
0.592309,4137,316,2960
0.593509,3872,-264,1874
0.594710,3666,-560,955
0.595910,3571,-1098,9
0.597111,3528,-1524,-342
0.598311,3440,-1652,-889
0.599512,3228,-1679,-1304
0.600712,3091,-1405,-1471
0.601913,2902,-982,-1684
0.603113,2799,-820,-1976
0.604314,2631,-569,-2080
0.605514,2556,-377,-2135
0.606715,2425,-295,-2254
0.607915,2302,-220,-2556
0.657277,2254,-147,-2719
0.658478,2154,-48,-3126
0.659678,2075,39,-3669
0.660879,2044,211,-4225
0.662079,1988,445,-4638
0.663280,1953,579,-5286
0.664480,1910,858,-6004
0.665681,1904,1115,-6251
0.666881,1874,1516,-6648
0.668082,1834,1424,-6829
0.669282,1841,1583,-6845
0.670483,1886,1750,-6840
0.671683,1943,1839,-6753
0.672884,1949,2088,-6628
0.674084,1969,2347,-6449
0.675285,2074,2791,-6331
0.676485,2118,2804,-6112
0.677686,2175,2945,-6030
0.678886,2182,2987,-6001
0.680087,2204,2943,-5919
0.657411,2247,2910,-6002
0.658611,2272,2906,-6004
0.659812,2339,2846,-6018
0.661012,2279,2887,-6068
0.662213,2289,2875,-6058
0.663413,2250,2903,-5997
0.664614,2294,2916,-5956
0.665814,2367,2973,-5810
0.667015,2331,3071,-5758
0.668215,2390,3123,-5694
0.669416,2389,3216,-5561
0.670616,2381,3273,-5451
0.671817,2388,3305,-5317
0.673017,2467,3370,-5029
0.674218,2519,3470,-4850
0.675418,2534,3570,-4757
0.676619,2540,3651,-4444
0.677819,2572,3718,-4137
0.679019,2624,3831,-3937
0.680220,2700,3956,-3451
0.689722,2809,4017,-2917
0.690923,2897,4188,-2385
0.692123,2933,4293,-2145
0.693324,2979,4343,-1713
0.694524,3075,4504,-1269
0.695724,3050,4556,-1156
0.696925,3092,4514,-814
0.698125,3182,4441,-530
0.699326,3260,4205,-177
0.700526,3327,3950,-121
0.701727,3342,3798,-3
0.702927,3381,3521,79
0.704128,3389,3274,126
0.705328,3380,2974,209
0.706529,3383,2807,457
0.707729,3405,2508,938
0.708930,3365,2198,1173
0.710130,3421,2047,1882
0.711331,3447,1831,2668
0.712531,3493,1564,3051
0.736483,3459,1261,3624
0.737683,3534,1120,4043
0.738884,3818,981,3849
0.740084,3600,841,3836
0.741285,3612,808,3372
0.742485,3621,692,2927
0.743686,3622,621,2765
0.744886,3692,574,2442
0.746087,3780,509,2265
0.747287,3802,472,2170
0.748488,3910,510,2007
0.749688,4013,578,1782
0.750889,4070,653,1568
0.752089,4122,718,1423
0.753290,4162,787,1128
0.754490,4152,776,928
0.755691,4183,828,867
0.756891,4185,838,696
0.758092,4217,825,657
0.759292,4189,806,680
0.785061,4193,810,752
0.786261,4123,800,798
0.787462,4051,799,834
0.788662,4009,861,865
0.789863,3936,945,798
0.791063,3793,1009,570
0.792263,3714,1160,320
0.793464,3626,1264,205
0.794664,3605,1358,108
0.795865,3470,1498,-186
0.797065,3451,1622,-378
0.798266,3306,1637,-624
0.799466,3133,1595,-1006
0.800667,3155,1542,-1064
0.801867,3123,1517,-1522
0.803068,3038,1481,-1904
0.804268,2989,1408,-2320
0.805469,2962,1408,-2555
0.806669,2860,1369,-3023
0.807870,2840,1399,-3446
0.785214,2742,1426,-3990
0.786414,2710,1413,-4163
0.787615,2606,1328,-4479
0.788815,2449,1151,-4898
0.790016,2410,995,-5012
0.791216,2381,962,-5558
0.792417,2215,858,-6015
0.793617,2252,988,-6287
0.794817,2151,999,-6613
0.796018,2059,1023,-6872
0.797218,2100,1109,-6931
0.798419,2018,1166,-7068
0.799619,2064,1498,-6677
0.800820,1840,1300,-6852
0.802020,1836,1254,-6580
0.803221,1750,1124,-6863
0.804421,1795,1053,-6546
0.805622,1809,1086,-6965
0.806822,1774,1175,-6961
0.808023,1795,1491,-6976
0.830420,1744,1367,-6957
0.831621,1703,1393,-6684
0.832821,1702,1396,-6620
0.834022,1670,1432,-6363
0.835222,1647,1395,-6121
0.836423,1669,1396,-6048
0.837623,1695,1431,-5914
0.838824,1755,1486,-5878
0.840024,2035,1581,-5876
0.841225,1845,1765,-5870
0.842425,1853,1887,-5761
0.843626,1802,2071,-5597
0.844826,1785,2236,-5480
0.846026,1774,2312,-5175
0.847227,1815,2461,-4826
0.848427,1877,2590,-4638
0.849628,1974,2790,-4172
0.850828,2034,2822,-3576
0.852029,2232,2995,-2684
0.853229,2325,3088,-2275
0.877614,2531,3170,-1480
0.878815,2811,3428,-599
0.880015,2959,3686,-217
0.881215,3243,4006,527
0.882416,3511,4170,1445
0.883616,3800,4562,2434
0.884817,4063,4928,2961
0.886017,6633,5788,-1481
0.887218,4389,1316,8865
0.888418,2966,2431,9101
0.889619,4153,4631,7564
0.890819,5359,4897,8723
0.892020,5066,5310,9553
0.893220,5075,6435,9567
0.894421,5240,6888,9409
0.895621,5295,7532,8608
0.896822,5279,7394,8129
0.898022,5075,6486,7229
0.899223,4743,5859,6522
0.900423,4584,4602,5681
0.931953,4372,3318,5487
0.933153,4215,2763,4751
0.934354,4050,1749,4109
0.935554,4001,847,3700
0.936755,3852,208,2717
0.937955,3752,-123,1629
0.939156,3515,-721,691
0.940356,3411,-1117,107
0.941557,3286,-1356,-856
0.942757,3293,-1713,-1217
0.943958,3276,-1980,-1588
0.945158,3203,-1970,-2111
0.946359,3131,-1915,-2188
0.947559,2819,-1614,-2132
0.948760,2939,-1297,-2164
0.949960,2785,-1161,-2089
0.951161,2668,-1018,-1923
0.952361,2658,-892,-1856
0.953562,2610,-893,-1885
0.954762,2599,-797,-1889
0.983714,2599,-671,-1928
0.984914,2580,-522,-2067
0.986115,2570,-447,-2364
0.987315,2585,-280,-2779
0.988516,2595,-73,-2998
0.989716,2593,64,-3581
0.990917,2611,295,-4192
0.992117,2601,487,-4473
0.993318,2587,592,-5058
0.994518,2560,630,-5594
0.995719,2537,659,-6016
0.996919,2550,667,-6187
0.998120,2549,671,-6456
0.999320,2527,749,-6620
1.000521,2522,873,-6628
1.001721,2481,1054,-6551
1.002922,2417,1145,-6400
1.004122,2340,1301,-6330
1.005323,2300,1407,-6254
1.006523,2264,1458,-6292
1.032419,2244,1575,-6361
1.033619,2233,1716,-6385
1.034820,2214,1843,-6325
1.036020,2208,1909,-6191
1.037221,2220,2113,-6090
1.038421,2235,2335,-5847
1.039622,2248,2451,-5610
1.040822,2284,2745,-5335
1.042023,2309,3038,-5192
1.043223,2406,3450,-4818
1.044424,2512,3526,-4347
1.045624,2588,3877,-3839
1.046825,2690,4198,-3562
1.048025,2790,4347,-3068
1.049226,2874,4604,-2569
1.050426,2904,4776,-2331
1.051627,3027,4824,-1859
1.052827,3150,4859,-1336
1.054028,3251,4802,-1079
1.055228,3457,4691,-532
1.061896,3666,4652,52
1.063096,3878,4531,768
1.064297,3956,4410,1152
1.065497,4136,4378,1919
1.066698,4302,4354,2644
1.067898,4361,4399,2920
1.069099,4431,4470,3434
1.070299,4472,4503,3920
1.071500,4505,4544,4349
1.072700,4489,4513,4558
1.073901,4501,4468,4998
1.075101,4439,4271,5367
1.076302,4409,3924,5466
1.077502,4335,3450,5280
1.078703,4226,3185,4614
1.079903,4136,2646,3851
1.081104,4075,2093,3599
1.082304,3991,1306,3260
1.083504,3714,1238,3049
1.084705,3648,711,3006
1.125992,3623,456,2255
1.127192,3486,382,1685
1.128393,3429,289,840
1.129593,3383,176,598
1.130794,3355,98,132
1.131994,3301,-13,-621
1.133195,3232,-191,-959
1.134395,3292,-399,-1082
1.135596,3315,-392,-1113
1.136796,3270,-404,-1430
1.137997,3240,-342,-1382
1.139197,3200,-317,-1388
1.140398,3178,-251,-1349
1.141598,3187,-170,-1329
1.142799,3227,-47,-1247
1.143999,3211,24,-1266
1.145200,3203,178,-1237
1.146400,3223,346,-1281
1.147601,3212,428,-1293
1.148801,3206,644,-1355
1.126115,3225,820,-1387
1.127315,3249,993,-1497
1.128516,3256,1078,-1511
1.129716,3293,1229,-1783
1.130916,3320,1338,-1621
1.132117,3316,1430,-1721
1.133317,3289,1509,-1887
1.134518,3273,1610,-2004
1.135718,3253,1604,-2290
1.136919,3225,1723,-2750
1.138119,3206,1821,-2930
1.139320,3208,1774,-3467
1.140520,3139,1958,-3774
1.141721,3006,2205,-4397
1.142921,2997,2238,-4605
1.144122,2904,2183,-5146
1.145322,2810,2139,-5532
1.146523,2575,2153,-5907
1.147723,2717,2282,-6464
1.148924,2626,2347,-6930
1.174708,2498,2457,-7293
1.175909,2440,2384,-7326
1.177109,2337,2080,-7364
1.178310,2261,2191,-7269
1.179510,2218,2113,-7318
1.180711,2154,2015,-7316
1.181911,2094,2027,-7208
1.183112,1994,1847,-7065
1.184312,2007,1669,-6988
1.185513,1967,1631,-6666
1.186713,1941,1525,-6445
1.187914,1947,1453,-6283
1.189114,1970,1384,-5976
1.190315,1991,1327,-5572
1.191515,2037,1184,-5145
1.192716,2108,1096,-4961
1.193916,2177,1074,-4437
1.195117,2294,980,-3996
1.196317,2322,939,-3790
1.197517,2458,971,-3377
1.221484,2560,1021,-2976
1.222685,2684,1202,-2515
1.223885,2734,1431,-2415
1.225086,2763,1542,-2185
1.226286,2794,1843,-1836
1.227487,2802,2183,-1681
1.228687,2684,2671,-1590
1.229888,2081,3186,-2725
1.231088,1911,5710,-1567
1.232289,2512,6494,-1258
1.233489,2774,6534,-1531
1.234690,3014,6283,-1051
1.235890,3137,5727,-741
1.237091,3477,4936,82
1.238291,3793,4630,985
1.239492,4209,3869,1967
1.240692,4634,3304,1798
1.241893,5064,1792,7005
1.243093,5135,-67,10155
1.244294,5372,197,10918
1.271430,5467,293,12131
1.272631,5042,555,12118
1.273831,4556,1318,11607
1.275032,4428,2609,10207
1.276232,4591,3188,8865
1.277432,4513,4003,8313
1.278633,4440,4095,8077
1.279833,4246,3748,7491
1.281034,4031,3552,7066
1.282234,3937,2967,6710
1.283435,3794,2376,5969
1.284635,3701,2084,5392
1.285836,3659,1618,4811
1.287036,3595,1025,4115
1.288237,3409,638,3044
1.289437,3489,462,2696
1.290638,3510,231,2328
1.291838,3411,61,1337
1.293039,3226,-58,557
1.294239,3124,-212,-62
1.318424,3043,-434,-385
1.319625,2924,-478,-957
1.320825,2821,-552,-1402
1.322026,2759,-601,-1628
1.323226,2662,-545,-2100
1.324427,2603,-593,-2507
1.325627,2610,-385,-2612
1.326828,2621,-127,-2937
1.328028,2546,9,-3346
1.329229,2510,294,-3606
1.330429,2521,572,-3736
1.331630,2523,773,-3999
1.332830,2548,868,-4295
1.334031,2582,1024,-4729
1.335231,2588,1090,-4809
1.336432,2614,1098,-5171
1.337632,2630,1095,-5650
1.338833,2622,1092,-5830
1.340033,2685,1089,-6262
1.341233,2683,1092,-6677
1.362520,2744,1170,-7101
1.363721,2739,1203,-7211
1.364921,2672,1272,-7475
1.366122,2573,1421,-7711
1.367322,2510,1615,-7777
1.368523,2491,1759,-7902
1.369723,2379,1829,-7922
1.370924,2378,1978,-7943
1.372124,2316,2110,-7850
1.373325,2215,2138,-7613
1.374525,2177,2211,-7528
1.375726,2133,2194,-7451
1.376926,2140,2224,-7373
1.378127,2124,2227,-7297
1.379327,2133,2326,-7217
1.380527,2105,2523,-7191
1.381728,2024,2624,-6981
1.382928,1950,2845,-6755
1.384129,1895,3014,-6579
1.385329,1827,3149,-6245
1.410733,1783,3336,-5714
1.411934,1765,3496,-5500
1.413134,1723,3693,-5024
1.414335,1736,3809,-4504
1.415535,1783,4008,-4119
1.416736,1895,4301,-3928
1.417936,2033,4730,-3544
1.419137,2173,4764,-3215
1.420337,2248,4984,-3037
1.421538,2400,5124,-2697
1.422738,2537,5161,-2425
1.423939,2656,5148,-2174
1.425139,2703,4995,-2097
1.426340,2762,4670,-1964
1.427540,2780,4732,-1810
1.428741,2840,4650,-1817
1.429941,2841,4374,-1597
1.431142,3069,4280,-1192
1.432342,3232,4015,-716
1.433543,3307,3747,-517
1.410851,3472,3633,94
1.412052,3667,3453,840
1.413252,3712,3327,1293
1.414453,3955,3276,2402
1.415653,4259,3223,3956
1.416854,4416,3100,5836
1.418054,4464,2917,6545
1.419255,4466,2841,8220
1.420455,4415,2635,9464
1.421656,4377,2426,9772
1.422856,4234,2338,9704
1.424057,4111,2390,8884
1.425257,4043,2571,8202
1.426458,3930,2589,8309
1.427658,3791,2534,8407
1.428859,3672,2513,8319
1.430059,3633,2498,8206
1.431260,3499,2474,7427
1.432460,3319,2363,6562
1.433661,3261,2151,5512
1.410921,3219,1824,4892
1.412121,3222,1573,3678
1.413322,3175,920,2323
1.414522,3186,290,1676
1.415723,3151,-309,643
1.416923,3143,-693,-266
1.418124,3116,-1314,-705
1.419324,3124,-1772,-1371
1.420525,3099,-1966,-1942
1.421725,3132,-2202,-2352
1.422926,3173,-2283,-2537
1.424126,3159,-2291,-2843
1.425327,3185,-2163,-2949
1.426527,3191,-1959,-3021
1.427728,3196,-1651,-3133
1.428928,3197,-1492,-3132
1.430129,3182,-1086,-3061
1.431329,3181,-665,-3042
1.432530,3154,-449,-2978
1.433730,3129,-74,-2916
1.456829,3123,268,-2943
1.458030,3114,554,-3064
1.459230,3099,694,-3393
1.460431,3018,914,-3787
1.461631,3055,1139,-4021
1.462832,3181,1215,-4547
1.464032,3100,1256,-4898
1.465233,3102,1245,-5015
1.466433,3004,1285,-5161
1.467634,2945,1308,-5346
1.468834,2859,1379,-5466
1.470035,2807,1446,-5733
1.471235,2717,1501,-6025
1.472436,2624,1597,-6255
1.473636,2619,1666,-6402
1.474837,2542,1734,-6585
1.476037,2509,1715,-6728
1.477237,2484,1778,-6768
1.478438,2493,1817,-6820
1.479638,2534,1825,-6764
1.504738,2522,1803,-6681
1.505939,2506,1797,-6616
1.507139,2491,1819,-6588
1.508340,2450,1864,-6429
1.509540,2436,1955,-6363
1.510740,2417,2145,-6195
1.511941,2402,2246,-5928
1.513141,2417,2512,-5645
1.514342,2445,2787,-5500
1.515542,2476,2998,-5108
1.516743,2507,3132,-4691
1.517943,2512,3322,-4225
1.519144,2578,3430,-3947
1.520344,2639,3478,-3426
1.521545,2704,3596,-2813
1.522745,2738,3680,-2521
1.523946,2780,3735,-1930
1.525146,2842,3864,-1408
1.526347,2889,3991,-1167
1.527547,2935,4122,-720
1.550197,2988,4193,-332
1.551398,3033,4324,1
1.552598,3052,4408,175
1.553798,2987,4478,519
1.554999,2951,4530,1085
1.556199,3464,4832,1647
1.557400,3678,4839,3407
1.558600,3879,4670,5741
1.559801,3982,4154,7793
1.561001,4001,3483,8536
1.562202,4045,2845,9193
1.563402,4072,2595,9157
1.564603,4134,2439,9004
1.565803,4204,2556,9130
1.567004,4226,2553,10217
1.568204,4188,2644,11237
1.569405,4139,2904,11670
1.570605,3942,3356,11981
1.571806,3779,3610,11360
1.573006,3684,4133,10905
1.598118,3565,4428,9855
1.599319,3439,4425,8326
1.600519,3339,4281,6436
1.601720,3308,3769,5693
1.602920,3292,3402,3853
1.604121,3264,2473,2111
1.605321,3222,1468,1346
1.606522,3171,473,77
1.607722,3104,-6,-1043
1.608923,3045,-778,-1811
1.610123,3014,-1404,-2354
1.611324,2956,-1616,-3058
1.612524,2913,-1919,-3653
1.613725,2872,-1947,-3852
1.614925,2815,-1833,-4299
1.616126,2726,-1730,-4746
1.617326,2640,-1461,-5221
1.618527,2561,-1187,-5279
1.619727,2481,-1079,-5706
1.620928,2461,-910,-6047
1.644940,2390,-823,-6322
1.646141,2199,-812,-6819
1.647341,2342,-731,-7343
1.648542,2367,-577,-7906
1.649742,2449,-452,-7926
1.650943,2424,-321,-7989
1.652143,2417,93,-7860
1.653344,2402,526,-7734
1.654544,2343,968,-7532
1.655745,2376,1017,-7504
1.656945,2368,1174,-7511
1.658146,2314,1235,-7599
1.659346,2307,1265,-7742
1.660547,2253,1332,-7877
1.661747,2247,1336,-7925
1.662948,2170,1356,-7924
1.664148,2037,1292,-7887
1.665349,1793,1214,-7827
1.666549,1979,1170,-7746
1.667749,1992,1192,-7635
1.690719,1927,1343,-7681
1.691919,1938,1508,-7657
1.693120,1899,1572,-7626
1.694320,1899,1740,-7615
1.695521,1891,1942,-7626
1.696721,1912,2185,-7498
1.697922,1840,2304,-7257
1.699122,1805,2576,-6933
1.700323,1777,2806,-6724
1.701523,1794,2943,-6159
1.702724,1774,3157,-5536
1.703924,1796,3384,-5175
1.705125,1832,3564,-4304
1.706325,1948,3646,-2814
1.707526,1831,2606,-2243
1.708726,1545,2257,-2517
1.709927,1732,2588,-1545
1.711127,1595,3120,-927
1.712327,1855,4314,-1585
1.713528,2558,4935,-1880
1.690847,2807,5247,-1076
1.692047,2845,5790,-555
1.693248,2823,6136,-501
1.694448,2817,6259,-88
1.695649,2886,6433,213
1.696849,2918,6535,359
1.698050,3041,6552,597
1.699250,3070,6512,749
1.700451,3320,6415,825
1.701651,3132,6250,955
1.702852,3180,6135,1026
1.704052,3210,5846,971
1.705253,3207,5429,952
1.706453,3217,4898,808
1.707654,3159,4635,648
1.708854,3145,4100,285
1.710055,3144,3463,271
1.711255,3077,3141,4338
1.712456,3936,1298,16863
1.713656,4525,-1334,20871
1.737042,4521,-1113,18324
1.738242,4004,101,10947
1.739443,3799,2085,8423
1.740643,3679,3194,8016
1.741844,3632,3468,8042
1.743044,3472,3742,8775
1.744245,3334,3892,8861
1.745445,3183,3968,8510
1.746646,3081,3756,7879
1.747846,3063,3142,7551
1.749047,2990,2193,6641
1.750247,2971,1641,5367
1.751447,2992,681,3781
1.752648,2989,-174,2990
1.753848,3028,-774,1523
1.755049,3000,-1027,42
1.756249,3019,-1260,-601
1.757450,3046,-1418,-1645
1.758650,3044,-1448,-2483
1.759851,3014,-1417,-3123
1.791067,3021,-1321,-3339
1.792268,3004,-1230,-3648
1.793468,2961,-1137,-3851
1.794669,2931,-1021,-3894
1.795869,2971,-916,-3924
1.797070,2974,-836,-3930
1.798270,2907,-635,-3967
1.799470,2904,-390,-4004
1.800671,2882,-246,-4100
1.801871,2876,28,-4199
1.803072,2806,306,-4256
1.804272,2721,458,-4617
1.805473,2654,470,-4802
1.806673,2742,687,-5282
1.807874,2686,711,-5399
1.809074,2653,665,-5520
1.810275,2487,559,-5810
1.811475,2463,588,-5945
1.812676,2420,722,-6242
1.813876,2371,829,-6277
1.838151,2380,1057,-6260
1.839351,2360,1350,-6266
1.840552,2315,1485,-6271
1.841752,2252,1718,-6382
1.842953,2173,1859,-6441
1.844153,2147,1882,-6627
1.845354,2161,1888,-6821
