# t,ax,ay,az (t in seconds since start)
0.396258,2772,3040,481
0.397459,2761,3037,474
0.398659,2754,3019,477
0.399860,2747,3037,465
0.401060,2768,3052,466
0.402261,2768,3050,466
0.432093,2760,3042,465
0.433294,2761,3032,450
0.434494,2755,3043,449
0.435695,2758,3054,435
0.436895,2755,3063,441
0.438096,2749,3065,458
0.439296,2766,3073,441
0.440497,2746,3061,441
0.441697,2761,3082,458
0.442898,2757,3067,444
0.444098,2749,3084,449
0.445299,2757,3085,437
0.446499,2752,3093,457
0.447700,2764,3092,459
0.448900,2755,3103,459
0.450101,2764,3111,476
0.451301,2773,3117,477
0.452502,2763,3124,469
0.453702,2769,3132,473
0.454903,2773,3111,487
0.471367,2768,3112,493
0.472568,2771,3112,494
0.473768,2786,3104,492
0.474969,2792,3093,499
0.476169,2777,3108,471
0.477370,2774,3110,476
0.478570,2773,3098,446
0.479771,2791,3123,428
0.480971,2791,3130,421
0.482172,2785,3160,390
0.483372,2779,3162,370
0.484573,2791,3207,392
0.485773,2788,3228,367
0.486974,2778,3232,371
0.488174,2761,3255,358
0.489375,2773,3278,368
0.490575,2763,3295,372
0.491776,2765,3286,362
0.492976,2761,3265,357
0.494177,2747,3249,315
0.530662,2749,3237,292
0.531862,2746,3199,302
0.533063,2753,3205,357
0.534263,2756,3213,389
0.535464,2759,3193,400
0.536664,2767,3164,394
0.537865,2760,3180,420
0.539065,2782,3177,431
0.540266,2762,3174,404
0.541466,2774,3192,418
0.542667,2772,3189,422
0.543867,2760,3180,406
0.545068,2765,3186,400
0.546268,2781,3162,384
0.547469,2753,3173,341
0.548669,2772,3171,349
0.549870,2775,3198,337
0.551070,2768,3184,351
0.552270,2769,3192,347
0.553471,2764,3212,367
0.530785,2766,3206,358
0.531985,2760,3209,392
0.533186,2756,3182,364
0.534386,2764,3166,386
0.535587,2763,3167,370
0.536787,2769,3156,376
0.537987,2762,3148,376
0.539188,2766,3134,380
0.540388,2782,3137,392
0.541589,2767,3123,395
0.542789,2772,3107,421
0.543990,2764,3108,431
0.545190,2775,3097,445
0.546391,2783,3075,459
0.547591,2765,3069,475
0.548792,2771,3058,487
0.549992,2774,3046,498
0.551193,2789,3030,510
0.552393,2786,3021,503
0.553594,2780,3028,500
0.565445,2768,3015,510
0.566646,2772,3014,490
0.567846,2799,3014,486
0.569047,2768,3011,468
0.570247,2776,3009,473
0.571448,2793,3013,456
0.572648,2789,3031,467
0.573849,2785,3031,448
0.575049,2776,3048,467
0.576250,2788,3029,470
0.577450,2781,3030,468
0.578651,2772,3028,471
0.579851,2775,3037,491
0.581051,2750,2990,485
0.582252,2766,2991,484
0.583452,2771,2994,493
0.584653,2763,2995,498
0.585853,2785,2993,496
0.587054,2777,2993,490
0.588254,2772,2994,496
0.605825,2782,2987,500
0.607025,2793,2983,502
0.608226,2789,2971,516
0.609426,2781,2986,498
0.610627,2779,2957,505
0.611827,2799,2977,503
0.613028,2796,2979,501
0.614228,2800,2970,514
0.615429,2808,2988,520
0.616629,2810,2970,544
0.617830,2813,2959,542
0.619030,2821,2944,561
0.620231,2815,2935,570
0.621431,2821,2929,572
0.622632,2812,2899,570
0.623832,2809,2897,592
0.625032,2787,2878,600
0.626233,2811,2859,629
0.627433,2811,2831,609
0.628634,2822,2842,664
0.659484,2816,2842,668
0.660684,2821,2852,682
0.661885,2821,2836,670
0.663085,2816,2852,683
0.664286,2828,2815,572
0.665486,2836,2864,627
0.666686,2811,2856,662
0.667887,2833,2865,627
0.669087,2816,2864,597
0.670288,2821,2872,609
0.671488,2815,2870,612
0.672689,2812,2845,607
0.673889,2806,2853,622
0.675090,2828,2929,579
0.676290,2835,3051,447
0.677491,2633,3408,672
0.678691,2720,3426,459
0.679892,2639,3061,600
0.681092,2836,2962,613
0.682293,2856,2801,689
0.718959,2827,2729,794
0.720160,2814,2631,613
0.721360,2879,2944,630
0.722561,2819,2848,730
0.723761,2822,2921,704
0.724961,2828,2914,710
0.726162,2808,2861,724
0.727362,2809,2729,757
0.728563,2876,2736,774
0.729763,2847,2697,779
0.730964,2865,2686,744
0.732164,2837,2703,741
0.733365,2842,2766,729
0.734565,2839,2845,732
0.735766,2832,2888,721
0.736966,2825,2944,726
0.738167,2834,3023,720
0.739367,2828,3041,690
0.740568,2831,3041,632
0.741768,2821,3026,609
0.755532,2831,3019,598
0.756733,2812,2992,551
0.757933,2824,2982,546
0.759134,2816,2940,534
0.760334,2803,2942,518
0.761535,2811,2941,516
0.762735,2807,2923,517
0.763936,2809,2917,531
0.765136,2806,2922,533
0.766337,2806,2924,533
0.767537,2810,2944,545
0.768738,2796,2950,549
0.769938,2790,2946,530
0.771138,2798,2950,552
0.772339,2786,2952,538
0.773539,2803,2959,545
0.774740,2784,2948,564
0.775940,2782,2930,542
0.777141,2784,2920,539
0.778341,2787,2923,549
0.792510,2788,2922,544
0.793711,2794,2922,527
0.794911,2793,2918,549
0.796112,2785,2928,555
0.797312,2795,2929,542
0.798513,2780,2938,566
0.799713,2802,2938,569
0.800914,2787,2963,566
0.802114,2793,2961,584
0.803315,2800,2951,588
0.804515,2795,2958,587
0.805716,2802,2954,591
0.806916,2800,2964,599
0.808117,2818,2969,603
0.809317,2810,2966,611
0.810518,2808,2959,625
0.811718,2810,2952,651
0.812919,2807,2936,652
0.814119,2799,2913,638
0.815320,2814,2911,642
0.792675,2795,2886,638
0.793876,2805,2877,642
0.795076,2808,2881,643
0.796277,2792,2887,646
0.797477,2801,2914,650
0.798678,2813,2929,662
0.799878,2808,2949,673
0.801079,2805,2981,647
0.802279,2802,2997,654
0.803479,2794,3016,639
0.804680,2798,3035,610
0.805880,2814,3034,608
0.807081,2828,3045,597
0.808281,2801,3045,578
0.809482,2801,3020,555
0.810682,2798,2994,553
0.811883,2800,2971,556
0.813083,2802,2923,572
0.814284,2810,2889,611
0.815484,2825,2845,620
0.882907,2843,2819,663
0.884107,2826,2755,712
0.885308,2827,2750,745
0.886508,2926,2750,783
0.887709,2885,2606,862
0.888909,2860,2498,831
0.890110,2845,2469,805
0.891310,2853,2465,800
0.892511,2847,2509,805
0.893711,2849,2542,826
0.894912,2872,2567,952
0.896112,2890,2552,1070
0.897313,2895,2516,1136
0.898513,2921,2466,1241
0.899713,2929,2472,1352
0.900914,2923,2451,1434
0.902114,2922,2468,1493
0.903315,2924,2470,1570
0.904515,2902,2457,1589
0.905716,2905,2426,1592
0.883031,2871,2426,1617
0.884231,2873,2399,1583
0.885432,2828,2359,1645
0.886632,2782,2358,1693
0.887833,2716,2369,1770
0.889033,2760,2469,1642
0.890234,2774,2495,1578
0.891434,2745,2435,1618
0.892635,2693,2444,1702
0.893835,2703,2470,1710
0.895036,2661,2515,1693
0.896236,2640,2536,1731
0.897437,2627,2631,1726
0.898637,2601,2729,1697
0.899837,2575,3042,1633
0.901038,2571,2939,1525
0.902238,2561,3039,1470
0.903439,2583,3175,1406
0.904639,2554,3236,1321
0.905840,2568,3338,1148
0.927393,2564,3404,1057
0.928593,2552,3461,947
0.929794,2531,3492,823
0.930994,2507,3507,770
0.932195,2506,3496,583
0.933395,2464,3501,497
0.934596,2447,3446,296
0.935796,2438,3387,258
0.936997,2454,3321,190
0.938197,2455,3304,158
0.939398,2467,3349,126
0.940598,2467,3349,116
0.941799,2409,3361,161
0.942999,2394,3411,159
0.944200,2389,3422,123
0.945400,2369,3422,56
0.946601,2371,3398,-27
0.947801,2353,3389,-47
0.949002,2348,3363,-107
0.950202,2347,3329,-147
0.964324,2335,3271,-170
0.965525,2324,3215,-207
0.966725,2292,3184,-286
0.967926,2287,3168,-360
0.969126,2283,3133,-359
0.970327,2276,3183,-381
0.971527,2282,3191,-383
0.972728,2284,3214,-386
0.973928,2289,3261,-372
0.975129,2295,3272,-424
0.976329,2271,3332,-381
0.977530,2266,3412,-447
0.978730,2242,3453,-480
0.979931,2252,3475,-437
0.981131,2234,3572,-579
0.982331,2198,3559,-523
0.983532,2119,3622,-654
0.984732,2155,3661,-585
0.985933,2181,3745,-693
0.987133,2241,3746,-772
1.020303,2214,3732,-794
1.021504,2156,3623,-660
1.022704,2149,3740,-796
1.023905,2159,3723,-819
1.025105,2094,3740,-736
1.026306,2046,3777,-811
1.027506,2049,3782,-783
1.028707,2129,3854,-901
1.029907,2125,3853,-904
1.031108,2111,3825,-866
1.032308,2054,3815,-916
1.033509,2069,3869,-1021
1.034709,2097,3917,-1022
1.035910,2039,3879,-1022
1.037110,2008,3890,-1121
1.038311,1986,3902,-1129
1.039511,1957,3936,-1197
1.040712,2003,3967,-1331
1.041912,1953,3970,-1354
1.043113,1929,3967,-1382
1.056104,1880,3964,-1417
1.057304,1878,4013,-1520
1.058505,1889,4059,-1561
1.059705,1865,4059,-1608
1.060906,1849,4062,-1685
1.062106,1856,4092,-1728
1.063307,1867,4121,-1769
1.064507,1862,4112,-1836
1.065708,1862,4131,-1882
1.066908,1848,4179,-1909
1.068109,1873,4177,-1916
1.069309,1860,4191,-1964
1.070510,1859,4235,-1955
1.071710,1868,4284,-1954
1.072911,1896,4303,-1957
1.074111,1889,4333,-1939
1.075312,1883,4355,-1910
1.076512,1879,4365,-1927
1.077713,1835,4378,-1906
1.078913,1830,4373,-1872
1.112447,1825,4403,-1908
1.113648,1808,4409,-1907
1.114848,1780,4382,-1897
1.116049,1778,4387,-1981
1.117249,1795,4368,-1976
1.118449,1772,4378,-2081
1.119650,1751,4317,-2050
1.120850,1750,4330,-2070
1.122051,1791,4347,-2057
1.123251,1794,4364,-2083
1.124452,1776,4333,-2050
1.125652,1772,4353,-2074
1.126853,1771,4358,-2078
1.128053,1764,4380,-2061
1.129254,1785,4359,-2074
1.130454,1784,4370,-2046
1.131655,1776,4364,-2025
1.132855,1788,4347,-1982
1.134056,1782,4343,-1914
1.135256,1794,4312,-1865
1.112583,1780,4277,-1822
1.113783,1844,4251,-1743
1.114984,1831,4237,-1764
1.116184,1821,4220,-1736
1.117385,1825,4219,-1672
1.118585,1815,4199,-1624
1.119786,1821,4193,-1596
1.120986,1816,4183,-1559
1.122187,1832,4177,-1507
1.123387,1829,4189,-1464
1.124588,1834,4154,-1435
1.125788,1836,4129,-1308
1.126989,1859,4134,-1225
1.128189,1864,4135,-1163
1.129390,1869,4135,-1128
1.130590,1857,4127,-1034
1.131791,1845,4115,-928
1.132991,1856,4082,-903
1.134192,1861,4042,-788
1.135392,1819,4009,-676
1.148514,1754,3913,-594
1.149714,1738,3807,-544
1.150915,1717,3776,-497
1.152115,1724,3706,-446
1.153316,1750,3632,-426
1.154516,1795,3627,-452
1.155717,1778,3599,-484
1.156917,1756,3557,-461
1.158118,1759,3525,-457
1.159318,1802,3551,-458
1.160519,1887,3568,-459
1.161719,1916,3588,-422
1.162919,1930,3562,-366
1.164120,1944,3588,-362
1.165320,1920,3531,-54
1.166521,1947,3559,-196
1.167721,2026,3526,-153
1.168922,2048,3541,-137
1.170122,2053,3496,-120
1.171323,2034,3421,-150
1.198016,1975,3401,-216
1.199216,1916,3342,-192
1.200416,1908,3274,-234
1.201617,1874,3279,-1520
1.202817,1795,2972,-1426
1.204018,1821,3027,-1220
1.205218,1845,2939,-993
1.206419,1785,2973,-672
1.207619,1842,3248,-413
1.208820,1970,3609,-156
1.210020,2112,3728,-18
1.211221,2017,3694,6
1.212421,2013,3293,-42
1.213622,1982,3085,36
1.214822,2224,3542,321
1.216023,2198,3573,472
1.217223,2164,3310,303
1.218424,2091,3156,189
1.219624,2233,3313,367
1.220825,2216,3307,384
1.236932,2137,3217,360
1.238133,2054,3049,37
1.239333,1991,3066,90
1.240534,1964,3328,311
1.241734,2066,3400,635
1.242935,2026,3373,664
1.244135,2021,3286,688
1.245336,1936,3184,828
1.246536,1866,3185,758
1.247737,1882,3000,786
1.248937,1907,2860,768
1.250138,1934,2792,771
1.251338,1920,2531,614
1.252539,1974,2509,877
1.253739,2043,2491,773
1.254940,2038,2519,723
1.256140,2048,2465,840
1.257341,2066,2340,802
1.258541,2068,2296,805
1.259741,2056,2382,890
1.290849,2070,2538,932
1.292050,2137,2625,937
1.293250,2073,2744,947
1.294451,2071,2786,981
1.295651,2031,2648,868
1.296852,2173,2591,988
1.298052,2222,2550,988
1.299253,2351,2804,1060
1.300453,2386,2892,1043
1.301654,2307,2989,1260
1.302854,2228,3109,1288
1.304055,2163,3092,1465
1.305255,2182,3127,1584
1.306456,2191,3216,2026
1.307656,2298,3032,1759
1.308857,2234,2941,1788
1.310057,2289,2808,2092
1.311258,2260,2778,2221
1.312458,2291,3081,2347
1.313659,2320,3092,2409
1.328905,2358,3211,2597
1.330106,2378,3317,2484
1.331306,2543,3488,2537
1.332506,2566,3530,2835
1.333707,2636,3615,2896
1.334907,2663,3213,2871
1.336108,2668,3217,3019
1.337308,2680,3211,2996
1.338509,2603,3046,3023
1.339709,2668,3133,3094
1.340910,2680,2878,3085
1.342110,2738,2747,3044
1.343311,2704,2606,3034
1.344511,2706,2551,3047
1.345712,2690,2474,3059
1.346912,2693,2448,3034
1.348113,2681,2409,3105
1.349313,2692,2437,2820
1.350514,2705,2307,2955
1.351714,2693,2313,2930
1.366482,2693,2322,2895
1.367683,2714,2356,2891
1.368883,2721,2307,2782
1.370084,2693,2337,2791
1.371284,2662,2471,2770
1.372485,2635,2429,2683
1.373685,2629,2445,2600
1.374886,2627,2454,2554
1.376086,2638,2536,2512
1.377287,2566,2543,2500
1.378487,2527,2601,2444
1.379688,2507,2583,2441
1.380888,2504,2550,2444
1.382089,2494,2609,2498
1.383289,2494,2632,2492
1.384490,2503,2640,2515
1.385690,2505,2646,2531
1.386891,2502,2628,2618
1.388091,2514,2585,2652
1.389292,2549,2605,2641
1.426324,2578,2594,2701
1.427525,2569,2682,2841
1.428725,2602,2879,2848
1.429925,2656,3260,2762
1.431126,2656,3245,2835
1.432326,2647,3475,2730
1.433527,2600,3355,2605
1.434727,2592,3271,2552
1.435928,2657,3080,2685
1.437128,2690,2941,2808
1.438329,2769,2877,3027
1.439529,2803,2783,3234
1.440730,2789,2697,3282
1.441930,2808,2596,3360
1.443131,2755,2544,3355
1.444331,2766,2457,3341
1.445532,2745,2386,3362
1.446732,2717,2339,3443
1.447933,2715,2275,3524
1.449133,2715,2194,3553
1.477190,2722,2144,3631
1.478391,2727,2124,3717
1.479591,2709,2094,3740
1.480791,2703,2094,3664
1.481992,2658,2097,3658
1.483192,2638,2139,3632
1.484393,2616,2197,3581
1.485593,2622,2270,3501
1.486794,2580,2279,3363
1.487994,2314,2307,3292
1.489195,2473,2348,3211
1.490395,2462,2381,3068
1.491596,2444,2496,2929
1.492796,2433,2570,2859
1.493997,2384,2629,2767
1.495197,2346,2699,2660
1.496398,2342,2807,2371
1.497598,2342,2901,2449
1.498799,2319,2937,2396
1.499999,2308,3000,2216
1.477329,2305,3063,2175
1.478530,2331,3074,2032
1.479730,2295,3076,1857
1.480931,2251,3063,1793
1.482131,2227,3040,1713
1.483332,2252,3068,1669
1.484532,2243,3090,1496
1.485733,2260,3081,1487
1.486933,2251,3060,1483
1.488134,2203,3037,1592
1.489334,2178,2930,1538
1.490535,2114,2898,1527
1.491735,2147,2923,1590
1.492936,2101,2919,1478
1.494136,2110,2876,1586
1.495336,2035,2766,1605
1.496537,2061,2743,1586
1.497737,2059,2747,1494
1.498938,2017,2677,1363
1.500138,2021,2713,1317
1.516212,2038,2765,1390
1.517412,2009,2801,1383
1.518613,2029,2714,1257
1.519813,1947,2785,1199
1.521014,1928,2691,1332
1.522214,1865,2677,1136
1.523415,1899,2707,1063
1.524615,1855,2692,999
1.525816,1803,2652,1015
1.527016,1850,2672,1009
1.528217,1855,2736,1019
1.529417,1804,2741,1035
1.530618,1781,2792,1048
1.531818,1811,2874,991
1.533019,1801,2943,1018
1.534219,1813,3010,868
1.535419,1807,3036,782
1.536620,1803,3083,679
1.537820,1778,3141,634
1.539021,1694,3145,554
1.551014,1672,3217,509
1.552214,1607,3291,422
1.553415,1577,3305,432
1.554615,1576,3376,390
1.555815,1583,3487,257
1.557016,1573,3547,193
1.558216,1575,3587,66
1.559417,1568,3683,-7
1.560617,1543,3759,23
1.561818,1499,3798,-64
1.563018,1473,3826,-137
1.564219,1504,3901,-264
1.565419,1509,3976,-382
1.566620,1478,3973,-494
1.567820,1434,3968,-580
1.569021,1440,3949,-667
1.570221,1410,3967,-826
1.571422,1376,3927,-952
1.572622,1393,3898,-992
1.573823,1350,3871,-1112
1.588581,1321,3849,-1278
1.589782,1337,3795,-1306
1.590982,1344,3806,-1314
1.592183,1293,3751,-1409
1.593383,1276,3734,-1456
1.594584,1211,3724,-1317
1.595784,1264,3722,-1521
1.596985,1153,3734,-1644
1.598185,1155,3704,-1664
1.599385,1172,3781,-1705
1.600586,1158,3736,-1786
1.601786,1170,3737,-1826
1.602987,1181,3758,-1840
1.604187,1205,3786,-1892
1.605388,1182,3821,-1833
1.606588,1139,3867,-1821
1.607789,1113,3921,-1816
1.608989,1141,3938,-1844
1.610190,1180,4006,-1786
1.611390,1142,4037,-1795
1.640292,1083,3974,-1780
1.641492,1162,3998,-1799
1.642693,1247,4109,-1744
1.643893,1244,4082,-1764
1.645094,1239,4072,-1815
1.646294,1268,4100,-1785
1.647495,1286,4161,-1768
1.648695,1274,4217,-1737
1.649896,1260,4236,-1801
1.651096,1254,4292,-1841
1.652297,1264,4339,-1863
1.653497,1266,4398,-1881
1.654698,1272,4470,-1941
1.655898,1288,4547,-1990
1.657099,1263,4616,-2013
1.658299,1247,4660,-2008
1.659500,1239,4751,-1991
1.660700,1222,4847,-1998
1.661901,1252,4880,-2014
1.663101,1255,4943,-2016
1.682868,1249,4995,-2032
1.684068,1240,5030,-1976
1.685269,1256,5056,-1955
1.686469,1240,5079,-1951
1.687670,1260,5073,-1895
1.688870,1269,5092,-1862
1.690071,1241,5071,-1844
1.691271,1247,5071,-1832
1.692472,1238,5027,-1833
1.693672,1229,4998,-1807
1.694873,1220,4946,-1839
1.696073,1221,4895,-1852
1.697274,1183,4879,-1902
1.698474,1158,4816,-1982
1.699675,1129,4754,-2027
1.700875,1070,4685,-2187
1.702076,959,4654,-2318
1.703276,607,4537,-2402
1.704477,699,4468,-2555
1.705677,627,4467,-2692
1.682990,576,4428,-2696
1.684190,632,4502,-2753
1.685391,668,4514,-2939
1.686591,678,4439,-2845
1.687792,701,4466,-2796
1.688992,808,4517,-2699
1.690193,917,4563,-2539
1.691393,953,4585,-2332
1.692594,964,4608,-2243
1.693794,940,4621,-1976
1.694995,1023,4697,-1803
1.696195,1022,4703,-1754
1.697396,1105,4734,-1536
1.698596,1150,4711,-1422
1.699796,1085,4652,-1183
1.700997,1124,4650,-1053
1.702197,1167,4662,-1136
1.703398,1118,4583,-938
1.704598,1101,4558,-912
1.705799,1001,4461,-856
1.726255,1026,4487,-831
1.727456,968,4433,-856
1.728656,1000,4425,-821
1.729857,1017,4414,-944
1.731057,923,4313,-920
1.732258,924,4280,-882
1.733458,951,4325,-906
1.734659,989,4307,-885
1.735859,973,4326,-882
1.737060,1002,4393,-761
1.738260,1000,4405,-765
1.739461,1094,4429,-590
1.740661,1140,4470,-552
1.741862,1100,4450,-470
1.743062,1160,4432,-392
1.744263,1150,4395,-323
1.745463,1167,4347,-219
1.746664,1145,4304,-114
1.747864,1223,4276,-75
1.749065,1206,4246,-158
1.774627,1223,4195,-68
1.775827,1143,4080,-136
1.777027,1089,4011,-73
1.778228,889,4207,-610
1.779428,822,4289,-731
1.780629,728,4336,-508
1.781829,723,4274,-520
1.783030,728,3945,-381
1.784230,835,3968,-243
1.785431,936,3791,-350
1.786631,948,3768,-193
1.787832,990,3703,12
1.789032,1123,3715,329
1.790233,1206,3777,338
1.791433,1226,3691,379
1.792634,1426,3675,316
1.793834,1489,3501,309
1.795035,1517,3492,480
1.796235,1446,3554,837
1.797436,1582,3761,1308
1.817750,1345,3877,1160
1.818950,1493,3737,713
1.820151,1436,3577,1783
1.821351,1296,3785,1701
1.822551,1357,3933,2015
1.823752,1396,3810,1487
1.824952,1467,3496,1445
1.826153,1517,3326,1506
1.827353,1455,3250,1660
1.828554,1490,3219,1198
1.829754,1631,2886,1564
1.830955,1419,3007,1560
1.832155,1530,2977,1359
1.833356,1466,2882,1973
1.834556,1205,3146,1980
1.835757,1172,3166,1739
1.836957,1181,2961,1501
1.838158,1250,2893,1524
1.839358,1283,2706,1245
1.840559,1315,2668,1142
1.866983,1334,2456,909
1.868184,1466,2331,592
1.869384,1376,2308,451
1.870585,1418,2329,936
1.871785,1471,2692,1379
1.872986,1738,2930,1915
1.874186,1957,2644,1827
1.875387,1950,2648,1932
1.876587,1910,2895,2165
1.877788,1930,2839,1752
1.878988,1853,2886,2014
1.880189,1822,3135,2153
1.881389,1682,2990,2094
1.882590,1689,3210,2412
1.883790,1743,3189,2232
1.884991,1704,3530,2682
1.886191,1738,3379,2621
1.887392,1675,3435,2842
1.888592,1683,3528,2911
1.889793,1763,3568,2834
1.912221,1791,3432,2853
1.913421,1848,3402,2795
1.914622,1851,3584,2849
1.915822,1771,3491,2978
1.917023,1803,3472,2893
1.918223,1843,3516,2983
1.919423,1808,3576,3043
1.920624,1788,3413,3017
1.921824,1786,3208,2945
1.923025,1840,2996,2723
1.924225,1862,2994,2648
1.925426,1751,2882,2704
1.926626,1795,2848,2785
1.927827,1844,2990,2808
1.929027,1913,3035,2877
1.930228,1932,3137,2903
1.931428,1913,3126,2925
1.932629,1963,3181,3065
1.933829,1965,3198,2907
1.935030,1965,3018,2915
1.955733,1925,3053,2999
1.956933,1895,2971,2989
1.958134,1882,2959,3057
1.959334,1876,2922,2901
1.960534,1921,2979,2888
1.961735,1885,2955,2796
1.962935,1854,2926,2687
1.964136,1725,2894,2646
1.965336,1676,2907,2468
1.966537,1658,2848,2505
1.967737,1746,2632,2359
1.968938,1665,2794,2476
1.970138,1744,2757,2457
1.971339,1802,2598,2224
1.972539,1886,2554,2260
1.973740,1912,2516,2503
1.974940,1911,2571,2466
1.976141,1951,2575,2571
1.977341,1983,2521,2764
1.978542,1941,2690,3002
1.994400,1982,2851,3137
1.995600,2030,2822,3254
1.996801,2055,2867,3216
1.998001,2061,2849,3372
1.999202,2131,2840,3439
2.000402,2169,2849,3399
